Organization Name,Organization Name URL,Website,Industries,Industry Groups,Description,Full Description,LinkedIn,Hub Tags,Twitter,Facebook
Agnetix,https://www.crunchbase.com/organization/agnetix,https://agnetix.com,"Horticulture, Information Technology, Software","Agriculture and Farming, Information Technology, Software",Agnetix optimizes horticulture growth by providing the most efficient and intuitive horticultural lighting solution in the world.,"Agnetix optimizes horticulture growth by providing the most efficient and intuitive horticultural lighting solution in the world. The company's liquid-cooled LED horticulture system feature full-spectrum LED modules and advanced light controls and also incorporates versatile USB and power over ethernet ports with an open platform for deployment of advanced sensing, lighting control and grow cycle logging, providing customers with reduced heating, air conditioning, dehumidification, and ventilation equipment costs as well as monthly operating expenses. It was founded in 2015 and is based in San Diego, California.",https://www.linkedin.com/company/agnetix/,,https://twitter.com/AgnetixLed,https://www.facebook.com/agnetixled
Agribotix,https://www.crunchbase.com/organization/agribotix,http://agribotix.com/,"Agriculture, Analytics, Drones, Geospatial, Robotics, Software","Agriculture and Farming, Consumer Electronics, Consumer Goods, Data and Analytics, Hardware, Navigation and Mapping, Science and Engineering, Software",Agribotix is a drone-enabled software company that provides advanced imaging and analysis for precision agriculture.,"Agribotix is a drone-enabled software company that provides advanced imaging and analysis for precision agriculture. It offers Agribotix Hornet Drone, a rugged low-cost drone airframe purpose-built for operational use on the farm; and Agribotix Infrared and Thermal Sensors, which are thermal cameras that collect images over fields of interest. It also offers Agribotix Image Processing Services, a software solution that delivers easily viewable georeferenced aerial images.",https://www.linkedin.com/company/agribotix,,http://twitter.com/Agribotix,https://www.facebook.com/agribotix
Agricam,https://www.crunchbase.com/organization/agricam,https://www.agricam-ag.com,"Agriculture, Farming, Software","Agriculture and Farming, Software",Agricam innovates and develops geospatial software application solutions for a wide ranges of agriculture.,"Agricam is located in the heart of the central agricultural region of Israel and is applying precision agriculture needs, based on geospatial analysis tools for all year round crops. Built from the ground up, Agricam knows well the challenges faced by todays farmers and the needs of the industry, and can deliver on-going solutions for precision agriculture in irrigated and un-irrigated open field crops. In the past few years, increasing pressures are being put on agriculture in order to keep up with high demands. Agricam provides the farmer, institutions and organizations with geospatial analysis Tools based on satellite collected data that can boost crop profits, maximize agricultural production and find strategies for future crops. Agricam innovates and develops geospatial software application solutions for a wide ranges of agriculture. Research and development, are key elements in the success of the company's services. On-going research is done in the fields of satellite data, sensors, software application of remote sensing technology all in order to enhance agricultural crops.",https://www.linkedin.com/company/agricam-%D7%90%D7%92%D7%A8%D7%99%D7%A7%D7%9D/,,,https://www.facebook.com/pg/www.agricam.co.il
Agriscaping,https://www.crunchbase.com/organization/agriscaping,https://agriscaping.com/,"Agriculture, E-Learning, Home and Garden","Agriculture and Farming, Education, Real Estate, Software",Agriscaping offers free online Interactive Classes on ways to improve garden productivity.,"Agriscaping offers free online Interactive Classes on ways to improve garden productivity. It also offers the community memberships and Garden Planner Systems. Their mission is to inspire, create, and maintain living masterpieces that nourish the mind, body, and soul. It was founded by Justin Rohner in 2006 in Arizona.",https://www.linkedin.com/company/iagriscape-com/,,https://twitter.com/agriscaping,https://www.facebook.com/Agriscaping/
Agrisolve,https://www.crunchbase.com/organization/agrisolve,https://www.agrisolveusa.com/,"AgTech, Software","Agriculture and Farming, Software",Agrisolve is a developer of Intelligent Integration of Globally-Proven Waste Conversion Technologies.,"Developer of Intelligent Integration of Globally-Proven Waste Conversion Technologies designed for monitoring carbon emissions. The company's Intelligent Integration of Globally-Proven Waste Conversion Technologies develop dairy bio-fiber based products, through a software, to manage manure costs by monitoring soil, water and air pollution concerns, enabling horticultural industries to reduce waste problems especially on dairy farms and to reduce Green House Gas emissions, along with getting an additional revenue stream by selling dairy bio-fibers.",,,,
AgriSync,https://www.crunchbase.com/organization/agrisync,http://www.agrisync.com,"Agriculture, AgTech, Artificial Intelligence, Farming, Software","Agriculture and Farming, Artificial Intelligence, Data and Analytics, Science and Engineering, Software",AgriSync is an agricultural mobile support platform focus is the people in agriculture and their collaboration for better farming.,"AgriSync is an agricultural mobile support platform focus is the people in agriculture and their collaboration for better farming. They leverage an elegant software user experience, artificial intelligence and data exhaust to ensure the most important piece of modern agribusiness — the human piece — has its greatest impact. AgriSync was founded in 2014 and is based in Dallas Center, Iowa.",https://www.linkedin.com/company/agrisync,,https://twitter.com/agrisync,https://www.facebook.com/agrisync
Agrocalc,https://www.crunchbase.com/organization/agrocalc,,"Agriculture, AgTech, Information Technology, SaaS, Software","Agriculture and Farming, Information Technology, Software",Agrocalc is a Brazilian startup.,"Agrocalc is a Brazilian startup. Emanuel Faria founded it in June 2018, with its headquarters in Santa Maria in Brazil.",,,,
Agrograph,https://www.crunchbase.com/organization/agrograph,http://www.agrograph.com,"Agriculture, Artificial Intelligence, Information Technology, InsurTech","Agriculture and Farming, Artificial Intelligence, Data and Analytics, Financial Services, Information Technology, Science and Engineering, Software","Agrograph is a global platform for field-scale predictive model to determine crop yields, credit risk and other agricultural information.","Agrograph Inc., is a global platform for field-scale predictive modeling that delivers accurate and timely information on crop yields, land suitability, risk management and other agricultural production information by combining satellite observations, weather data and machine learning algorithms into field-scale forecasts. ",https://www.linkedin.com/company/agrograph/,,https://twitter.com/Agrograph,https://www.facebook.com/Agrograph
Agrometrics,https://www.crunchbase.com/organization/agrometrics,https://www.agrometrics.com,"Agriculture, AgTech, Analytics, Software","Agriculture and Farming, Data and Analytics, Software",Agrometics is the provider of analytical and technological solutions and services to businesses in the agricultural industry.,"Agrometics is the provider of analytical and technological solutions and services to businesses in the agricultural industry. Through its integrated eFarm® suite, Agrometrics enables agribusinesses to streamline and enhance all the processes involved in the entire farm-to-fork lifecycle. It leverages the effective use of technology in combination with advanced analytical techniques to deliver insights for effective decision making in a way that would reduce costs, improves productivity, quality, and profits. It seeks to deliver solutions in a cost-effective manner while bringing immediate ROI. In 2014, Madhu Jamallamudi headquartered the company in Madison, Wisconsin.",https://www.linkedin.com/company/agrometrics,,,https://www.facebook.com/agrometrics
Agronomic Technology,https://www.crunchbase.com/organization/agronomic-technology,http://www.adapt-n.com,"Agriculture, Big Data, Farming, Software, Sustainability","Agriculture and Farming, Data and Analytics, Software, Sustainability",Agronomic Technology is a cloud-based recommendation platform for farmers and agronomists.,"Agronomic Technology is a cloud-based recommendation platform for farmers and agronomists. Its mission is to improve growers' financial and environmental performance through independent data, science, and cloud technology.  It was founded in 2013 and headquartered in New York, United States.",http://www.linkedin.com/company/agronomic-technology-corp,,http://twitter.com/AdaptNitrogen,http://www.facebook.com/AdaptN
Agroview AI,https://www.crunchbase.com/organization/agroview-ai,http://www.agroview.ai,"Agriculture, AgTech, Artificial Intelligence, Big Data, Cloud Computing, Computer Vision, Data Visualization, Farming, Machine Learning","Agriculture and Farming, Artificial Intelligence, Data and Analytics, Design, Hardware, Information Technology, Internet Services, Science and Engineering, Software",Agroview is an AI software platform that provides next generation agriculture information; a product of the University of Florida.,"Agroview is the only proven agriculture AI platform to produce hyper accurate plant/tree counts, detect plant gaps, and provide critical crop management data such as: tree height, age range, leaf density, stress indicators, and a full-field nutrient analysis.",,,,
AgSense,https://www.crunchbase.com/organization/agsense,http://www.agsense.net/,"Agriculture, Electronics, Software","Agriculture and Farming, Consumer Electronics, Hardware, Software",AgSense is provides remote management solutions to the agriculture industry.,"AgSense LLC provides remote management solutions to the agriculture industry. Its solutions enables clients to monitor and manage farm components through a Web connected smart phone, tablet, and desktop computer. It offers Field Commander, a GPS driven pilot monitor/control system that communicates via the digital cell network to provide near real-time information and minute alarms to clients cell phone, smartphone, or computer; and CropLink, a multi-function device that connects to various tools in and around the irrigated field to monitor and control them through WagNet, a cloud based dashboard.",,,,https://www.facebook.com/agsensellc
AgShift,https://www.crunchbase.com/organization/agshift,http://www.agshift.com,"AgTech, Information Technology, Machine Learning, Software","Agriculture and Farming, Artificial Intelligence, Data and Analytics, Information Technology, Software",AgShift is designing world's most advanced autonomous food inspection system using deep learning,"AgShift solution blends Deep Learning with Computer Vision to autonomously inspect produce and other commodities for defects. It does quality assessments and makes judgements as per USDA specifications or organizations' own specifications. The patented deep learning models analyze the defects in the sample images and predict the overall quality of the sample. The platform relies on curated, extensive real-world image data sets to teach our software to analyze defects with high consistency and accuracy - every time.  The solution augments manual inspections - providing objective, consistent and standardized quality interpretation across the supply chain - every single time. ",https://in.linkedin.com/company/agshift,,https://twitter.com/agshiftnow,https://www.facebook.com/pg/AgShift-1125089194169952/
Agsoil Analytics,https://www.crunchbase.com/organization/agsoil-analytics,http://www.agsoilanalytics.com/,"Agriculture, Electronics, Information Technology, Software","Agriculture and Farming, Consumer Electronics, Hardware, Information Technology, Software",Agsoil Analytics is a developer of a soil-mapping technology designed to provide high resolution precision soil information.,"Developer of a soil-mapping technology designed to provide high resolution precision soil information. The company's soil-mapping technology is designed to develop, commercialize and provide accurate soil maps and soil property predictions for all agricultural commodity crops, enabling farmers to better understand the functionality of their soil, improve crop management and yields and increase profits.",,,,
AgSource,https://www.crunchbase.com/organization/agsource,http://www.agsource.com,"Agriculture, AgTech, Data Mining, Farming, Information Services, Market Research, Productivity Tools","Agriculture and Farming, Data and Analytics, Design, Information Technology, Software",AgSource is an agricultural testing cooperative that helps farmers make better management decisions with their data.,"AgSource is an agricultural testing cooperative that helps farmers make better management decisions with their data. It specializes in laboratory testing and the generation of value-added management information. The cooperative encompasses all aspects of dairy information management service and has diversified its testing services to meet the broader needs of the agricultural industry. AgSource Dairy is a full-service dairy management information provider which conducts research and development, field data collection, laboratory analysis and diagnostics, meter service, and outreach and education, resulting in high quality decision tools for dairy producers. AgSource Laboratories focuses in agricultural and environmental laboratory analysis and information management services and is a soil testing organization. AgSource is headquartered in Verona, Wisconsin.",https://www.linkedin.com/company/agsource/,,https://twitter.com/agsource,https://www.facebook.com/AgSourceDairy/
AgSquared,https://www.crunchbase.com/organization/agsquared,http://www.agsquared.com,"Agriculture, AgTech, Enterprise Software, SaaS, Software","Agriculture and Farming, Software",AgSquared is a provider of planning and management software for sustainable farmers.,"AgSquared is a provider of planning and management software for sustainable farmers. At its core, AgSquared is a cloud-based workflow management platform that helps farms run more efficiently. Its tools help farmers plan their seasons, manage day-to-day operations, keep detailed and organized records, and make smarter decisions. The company aggregates and analyzes the data entered by all of the farms that use AgSquared, allowing them to achieve big-data insights typically only accessible to very large farms that help them minimize losses and grow profitably and sustainably.",https://www.linkedin.com/company/agsquared/,,http://twitter.com/AgSquared,http://www.facebook.com/pages/AgSquared/270594621533
AgSync,https://www.crunchbase.com/organization/agsync,https://www.agsync.com/,"Agriculture, AgTech, Software","Agriculture and Farming, Software","AgSync is a combined effort of air applicators, ag retailers, hardware manufacturers, growers, and crop consultants. ","AgSync has designed a flexible, scalable, and connected solution for you. Our logistics system will streamline the way your agribusiness works, communicates, and adds new value to those you partner with. AgSync has proven it’s ability to reduce your costs and increase data management efficiency. AgSync leads the industry in efficiency, regulatory compliance, standardization, safety and agriculture technology.  ",https://www.linkedin.com/company/agsync-inc./,,https://twitter.com/AgSyncSocial,https://www.facebook.com/AgSyncInc
AgTech Insight,https://www.crunchbase.com/organization/agtech-insight,http://www.agtechinsight.com/,"Agriculture, AgTech, Software","Agriculture and Farming, Software",AgTech Insight integrates the best ideas and advancements available to the agriculture industry.,"Over the past 45 years, our team members have been integrating the best ideas and advancements available to the agriculture industry. We have designed, built, and implemented new tractor equipment, revolutionized row crop irrigation by incorporating drip tape in Salinas Valley, started drip tape recycling programs and hydrostatic harvesting. We've brought dozens of new software solutions to our market, from multiple GPS asset tracking systems to world-leading data collection and remote management. Recently we diversified and significantly improved current monitoring and control systems for some of the largest names in the business. Located in Salinas Valley- home to the most diverse and intensive growing practices in the world. We have access to a vast array of any crops and some of the best the best growers in the industry. With these relationships in our pocket, we can help you bring the best solution possible to the Ag market in a timely manner, without wasting unnecessary resources and money.",https://www.linkedin.com/company/ag-tech-insight/,,https://twitter.com/agtechinsight,https://www.facebook.com/AgTechInsight/
AgTerra Technologies,https://www.crunchbase.com/organization/agterra-technologies,http://www.agterra.com/,"Agriculture, AgTech, Information Technology, Internet, Software","Agriculture and Farming, Information Technology, Internet Services, Software",AgTerra provides data collection and mapping services.,"AgTerra Technologies is specialize in Mobile Mapping, Data Collection and Reporting for Natural Resource Professionals. Their Mission is to provide their customers with powerful, affordable, efficient solutions for data collection and mapping with a focus on ease of use and extraordinary customer service. Since 2003, AgTerra has enabled agriculture and natural resource professionals to gather, map and report data from the field.  They focus on making mobile and Internet based applications simple for everyone, especially field users. Accurate data collection leads to better reporting and decision-making.  AgTerra removes the work and complexities involved with traditional data collection methods and goes beyond with API integration and custom software development.  Their data loggers including SprayLogger and SnapMapper give companies the ability to track and report on assets and equipment activities to provide automated and detailed information from the equipment. If this sounds like what you’ve been looking for in your own operations, take a moment to contact us and learn how you can get started today.",https://www.linkedin.com/company/agterra-technologies-inc-/,,,
AGTools,https://www.crunchbase.com/organization/agtools,https://www.agtechtools.com/,"Agriculture, Blockchain, Information Technology, Software","Agriculture and Farming, Information Technology, Other, Software",AgTools provides game-changing intelligence to the agriculture market through up-to-the-moment statistics.,"AgTools provides game-changing intelligence to the agriculture market through up-to-the-moment statistics that affect time, cost, supply, demand, alternatives and more throughout the produce chain of food from farm to table on all levels. With data structured, unstructured and word mining data from government agencies, universities, industry associations, research institutes, weather APIs, AGTools has over 71 million records of market data plus 25 years on a national and global scale.",https://www.linkedin.com/company/agtools/,,https://twitter.com/ag_tools,https://www.facebook.com/AgtoolsInc/
AgTrax,https://www.crunchbase.com/organization/agtrax,http://agtrax.com/,"Agriculture, Farming, Information Technology, Software, Software Engineering","Agriculture and Farming, Information Technology, Science and Engineering, Software",AgTrax is a computer software company that specializes in the fields of agri-tech and software development.,"AgTrax is a computer software company that specializes in the fields of agri-tech and software development. It offers software development and engineering services for local agribusiness. It also develops and support the applications available to local agribusinesses today. The company was founded in 1996 and headquartered in Hutchinson, Kansas.",https://www.linkedin.com/company/agtrax,,https://twitter.com/agtrax,https://www.facebook.com/traxview/
Agulus,https://www.crunchbase.com/organization/agulus,https://agulus.com,"Agriculture, AgTech, Information Services, Information Technology, SaaS, Software","Agriculture and Farming, Information Technology, Software",Agulus is a SaaS platform that intelligently matches farmers and buyers to discover and facilitate economic opportunities,"For far too long, all but the largest farms have been effectively shut out of broader national and global markets. Under the current system, massive volumes are necessary for wide market access.  This excludes small and mid-sized farms, which make up the vast majority of America's agricultural industry. Farm consolidation has further compounded this problem. These issues directly impact farms, families, and rural communities the hardest.   Agulus gives local farmers a global reach by providing a proven, inexpensive, accessible, and simple solution for farms of all shapes and sizes. We equalize the playing field and give farmers access to national and global markets. Agulus provides a digital marketplace designed to match farmers with buyers and uses advanced technology to find the most relevant commerce opportunities. Our cloud-based platform also puts smart planning tools into the hands of farmers to adjust to the shifting economic realities, understand their markets, and track return on investment. Agulus democratizes the agricultural markets. We believe that capitalism is strongest when everyone has the opportunity to sit at the table.   Through smart planning and an efficient, modern marketplace, farmers can focus on farming and reap the benefits of big-farm solutions without their associated complexity or costs.",https://www.linkedin.com/company/agulus,,https://twitter.com/agulusinc,https://www.facebook.com/agulusinc
Agvance,https://www.crunchbase.com/organization/software-solutions-integrated,http://agvance.net,"Agriculture, AgTech, Computer, Software","Agriculture and Farming, Consumer Electronics, Hardware, Software",Agvance is a computer software company that offers integrated business solutions.,"SSI is a developer of agribusiness software with over 2500 installations throughout the US and internationally.  For over 30 years, SSI has been helping companies gain efficiencies and improve profitability through its integrated software and industry knowledge. Agvance's line of software products allows agribusiness companies to integrate business process functions from every facet of their operation. From diversified cooperatives to leading national distributors, SSI has a proven track record and industry reputation for successful software implementations.",,,https://twitter.com/agvance,
AgVision,https://www.crunchbase.com/organization/agvision,https://www.agvisionsoftware.com/,"Agriculture, AgTech, Farming, Software","Agriculture and Farming, Software",AgVision designs accounting and inventory management software for agribusiness.,"AgVision designs accounting and inventory management software and computer systems for agribusiness. The company includes grain elevators, seed processors, feed mills, fertilizer retailers, large farms, and cooperatives. AgVision was founded in 1976 and is headquartered in Ankeny, Iowa.",https://www.linkedin.com/company/agvision/about/,,https://twitter.com/agvision1?lang=en,https://www.facebook.com/AgVisionSoftware/
AgVoice,https://www.crunchbase.com/organization/agvoice,http://www.agvoiceglobal.com/,"Agriculture, AgTech, Analytics, Information Technology, Mobile, Productivity Tools","Agriculture and Farming, Data and Analytics, Information Technology, Mobile, Software","AgVoice is a hands-free enabled, voice-interactive mobile technology for food and agriculture professionals to capture insights on the go.","AgVoice is a hands-free enabled, voice-interactive mobile technology for food and agriculture professionals to capture insights on the go. Users can improve productivity and workflow management, increase documentation accuracy, and gain valuable insights to optimize the use of resources in crop and animal production for a sustainability and environmental impact,  by using proprietary analytics and processing of raw voice files including captured time stamps and location data. AgVoice is designed for use across the food and agriculture ecosystem, including livestock and crop production, agronomy, animal health and wellness, and machinery repair.",https://www.linkedin.com/company/agvoice/,,https://www.twitter.com/agvoiceglobal,https://www.facebook.com/agvoiceglobal
