Organization Name,Organization Name URL,Website,Industries,Industry Groups,Description,Full Description,LinkedIn,Hub Tags,Twitter,Facebook
3-Dimensional Services Group,https://www.crunchbase.com/organization/3-dimensional-services-group,http://3dimensional.com,"3D Printing, Automotive, Manufacturing","Manufacturing, Transportation","3-Dimensional Services Group is a design and build prototypes with manufacturing intent in mind, and we do it faster than you can imagine.","The 3-Dimensional Services Group, consisting of 3-Dimensional Services, 3-Dimensional Services Europe, Urgent Plastic Services and Urgent Design & Manufacturing, provides rapid manufacturing services that allow them to design, engineer and build functional prototype parts and low-to-medium volume production parts up to 70% faster than industry standards. Their capabilities include virtually all manufacturing processes, including: CNC machining, stamping, laser cutting and welding, plastic injection molding, robotic and spot welding, waterjet, hydroforming, tube bending, vibration welding, casting and pattern fabrication, RIM tooling, SLA, and SLS rapid prototyping, to name some.",https://www.linkedin.com/company-beta/1179727/,,https://twitter.com/3DMServices,https://www.facebook.com/3-Dimensional-Services-Group-1596997707233015/
"360Converge, Inc",https://www.crunchbase.com/organization/360converge-inc,http://www.360converge.com,"Automotive, Information Technology, Mobile Apps, SaaS, Software","Apps, Information Technology, Mobile, Software, Transportation",360Converge is a next generation SaaS communication platform for the automotive industry.,"360Converge is a dealership communication platform designed to deliver workflow automation through machine learning, relationship intelligence and data analytics.",https://www.linkedin.com/company/360converge/?viewAsMember=true,,https://www.twitter.com/360converge,https://www.facebook.com/360converge
3A Auto Repair,https://www.crunchbase.com/organization/3a-automotive-repair,http://www.3aautorepair.com/,Automotive,Transportation,3A Automotive Service is a provider of auto repair facility with a team of knowledgeable service advisors and certified technicians.,"3A Automotive Service is a family owned auto repair service in Phoenix Arizona. Founded in 1975, 3A Automotive provides top quality repairs for cars, trucks, diesels, trailers and RVs. They also have a 24 hour towing service.  The types of services include general repairs, such as: engine replacement; transmission replacement; electrical diagnostics and repairs; heating and cooling services; engine repair; brake jobs; tune-ups and a large range of other services.  3A was founded by Jim and Earlene Alauria, with the purpose of helping individuals and fleets find an honest and reputable repair shop. The shop's service areas include: Phoenix, Glendale, Scottsdale, Tempe, and Chandler.",,,http://twitter.com/3aauto,https://www.facebook.com/3aautorepairphoenix
3Discovered,https://www.crunchbase.com/organization/3discovered,http://www.3discovered.com/,"3D Printing, Automotive, Commercial","Manufacturing, Other, Transportation",3Discovered is a commercial-grade market exchange platform for 3D printable designs currently under development.,"3Discovered is a commercial-grade market exchange platform for 3D printable designs currently under development. It is a start-up venture between Liberty Investment Ventures and Ocean Tomo, and incorporates rights management, design authentication, automated price quote algorithms, and robust search and transaction functionality. 3Discovered's platform connects (i) design owners, (ii) customers, and (iii) 3D printing service bureaus, thereby accelerating the commercial adoption of 3 dimensional printing for consumers and commercial customers.",http://www.linkedin.com/company/3discovered,,https://www.twitter.com/3discovered,https://www.facebook.com/3discovered1
3Gtms,https://www.crunchbase.com/organization/3gtms,http://www.3gtms.com,"Automotive, Logistics, Software","Software, Transportation","3GTMS develops software that simplifies complex transportation management for shippers, brokers and 3PLs.","3GTMS develops software that simplifies complex transportation management for shippers, brokers, and 3PLs. They have created a scalable TMS suite that manages the full transportation lifecycle from the rating, routing (including multi-stop and pool distribution optimization), tendering, tracking, tracing, and settlement in a single system.",https://www.linkedin.com/company/3gtms/,,https://twitter.com/3gtms,https://www.facebook.com/pg/3Gtms
3IS,https://www.crunchbase.com/organization/3is,http://www.3isinc.com/,"Automotive, Consumer Electronics, Electronics","Consumer Electronics, Hardware, Transportation",The 3IS navigation structure is configured specifically for the automotive electronics industry.,"The 3IS navigation structure is configured specifically for the automotive electronics industry. Linked to the navigation are a multitude of public and private domain industry specific databases. This combination produces the most accurate, comprehensive and relevant search results for technical or commercial data in the global automotive electronics industry.",https://www.linkedin.com/company/3is-inc/,,,
3M,https://www.crunchbase.com/organization/3m,https://www.3m.com,"Automotive, Electronics, Enterprise Software, Manufacturing","Consumer Electronics, Hardware, Manufacturing, Software, Transportation","3M operates as a diversified technology company, manufacturing more than 55,000 products, including adhesives, laminates, and many more.","3M operates as a diversified technology company, manufacturing more than 55,000 products, including adhesives, abrasives, laminates, passive fire protection, dental and orthodontic products, electronic materials, medical products, car-care products, electronic circuits, and optical films. The company operates in the industrial and transportation; health care; safety, security and protection services; consumer and office; display and graphics; and electro and communications businesses. Its industrial and transportation business serves a range of markets, such as appliance, paper and packaging, food and beverage, electronics, automotive original equipment manufacturer, and automotive aftermarket. 3M has operations in more than 65 countries that include 29 international companies with manufacturing operations and 35 companies with laboratories. Its products are available for purchase through distributors and retailers in more than 200 countries, and online directly from the company. 3M was founded in 1902 by [Joshua Jones](https://www.crunchbase.com/person/joshua-jones) and is headquartered in Saint Paul, M.N.",http://www.linkedin.com/company/3m,,https://twitter.com/3M,http://www.facebook.com/3M
4AutoInsuranceQuote,https://www.crunchbase.com/organization/4autoinsurancequote,http://www.4autoinsurancequote.com,"Auto Insurance, Automotive, Insurance","Financial Services, Transportation",Compare auto insurance quotes from multiple companies to find the cheapest option for you and your family.,"Compare auto insurance quotes from multiple companies to find the cheapest option for you and your family.  340 E 29th St #14C New York, NY 10016 (401) 580-727",http://www.linkedin.com/company/4autoinsurancequote-com,,http://twitter.com/4insurenet,http://www.facebook.com/4autoinsurancequote
4Home,https://www.crunchbase.com/organization/4home,http://www.4home.com,"Automotive, Clean Energy, Cloud Computing, Internet, Software, Wireless","Energy, Hardware, Internet Services, Mobile, Software, Sustainability, Transportation",4Home offers an XML-based software and services platform that enables OEMs to deliver applications and services to the connected home.,"4Home has developed an XML-based software and services platform that OEM hardware vendors and service providers can use to deliver compelling applications and services into the connected home. 4Home's suite of solutions allows users to automate almost any application they want: remotely monitor their homes, get Web-based content on the TV, control home systems from their mobile phones, control all home devices and digital media in one unified user-interface, and track their home energy usage down to the device level.  The company feels that ""home control services"" are the next suite of services to be offered by major broadband providers (after the trifecta of voice, video, and data), and consists of home monitoring, media & entertainment management, home health, and energy management. 4Home received five CES 2008 Innovation awards.",,,,
4Knines,https://www.crunchbase.com/organization/4knines,http://4knines.com/,"Automotive, E-Commerce, Internet","Commerce and Shopping, Internet Services, Transportation","4Knines makes premium, heavy duty seat covers for your pets that make traveling with your best friend easier.","4Knines® offers 36 items that are backed with a 100% satisfaction guarantee. They are currently available via their website, www.4knines.com. HCP is already developing plans to expand the line into the commercial automobile market, specialty pet stores and popular online e-tailers.",,,https://www.twitter.com/4knines,https://www.facebook.com/4kninesProducts
4WheelOnline,https://www.crunchbase.com/organization/4wheelonline,http://4wheelonline.com,"Automotive, Consumer, E-Commerce, Hardware","Commerce and Shopping, Hardware, Other, Transportation",4 Wheel Online offers the best truck accessories for all of your off-road needs with the lowest prices and free shipping.,"4WheelOnline offers a wide array of aftermarket Truck and Jeep Accessories as well as ATV and Motorcycle Accessories. Whether you're looking to enhance torque, add personal style, or just increase the overall functionality of your ride, 4WheelOnline has just the product you need.",http://www.linkedin.com/company/3346794,,http://twitter.com/4WheelOnline,http://www.facebook.com/4wheelonline
4x4 Group Buy,https://www.crunchbase.com/organization/4x4-group-buy,http://4x4groupbuy.com,"Automotive, E-Commerce, Logistics","Commerce and Shopping, Transportation",An Automotive & Tyre Company.,4x4 Group Buy are a discounted 4wd parts and accessories business. By purchasing items in quantities they are able to pass along substantial discounts to the consumer. With them there is no waiting to get a group together to receive your savings.,https://www.linkedin.com/company/4x4-groupbuy-com/,,https://twitter.com/4x4groupbuy,https://www.facebook.com/4x4groupbuy/
5 Guys Transportation,https://www.crunchbase.com/organization/5-guys-transportation,http://5gtkc.com/,Automotive,Transportation,Kansas City Airport Shuttle Service and Taxi Cab Company,5 Guys Transportation is a proudly local and licensed Kansas City airport shuttle service and taxi cab company. Point-to-point private car services are also available to anywhere in the KC metro.,,,,https://www.facebook.com/FiveGuysTransportation
5 Horizons Group,https://www.crunchbase.com/organization/5-horizons-group,http://www.5horizonsgroup.com,"Automotive, Consulting, Information Technology, Legal, Manufacturing","Information Technology, Manufacturing, Professional Services, Transportation",5 Horizons Group provides solutions and technology that enable consumer product companies to achieve their global strategies.,"5 Horizons Group provides solutions and technology that enable consumer product companies to achieve their global strategies. 5 Horizons' suite of services covers global sourcing, product design and development, manufacturing, quality assurance, supply chain logistics and market entry. 5 Horizons also works with organizations to optimize their international operations, combining innovative thinking and domain expertise to create a strategic roadmap that covers the organizational, legal, financial, procedural and personnel considerations.",http://www.linkedin.com/company/206084,,,http://www.facebook.com/pages/5-Horizons-Group/133078686759507
5by2,https://www.crunchbase.com/organization/5by2,http://www.5by2parking.com/,"Automotive, Parking, Real Estate","Real Estate, Transportation",5BY2 is an independent supplier of automated parking garages.,"5BY2 is an independent supplier of automated parking garages.  It was originally establised in the late 1980s as a department of EWW Technische Bedrijven, where the first fully automated garage was delivered in 1992. This garage is still operational.  5BY2 was incorporated into a seperate legal entity in 2003. In January 2013, 5BY2 was sold to its management in a management buy out as the strategic direction of 5BY2 with international ambitions did not match with those of Protechnum, its former parent. 5BY2 has built 30 garages with its technology and is with such number of installations the leading supplier of automated garages in the Netherlands. Its recent ambition is to expand internationally with focus on Europe, Middle East and North America. 5BY2 wants to capitalise on its strong position in the Netherlands and utilise the expertise gained to provide similar high quality automated parking systems. Through its own maintenance team, it can provide excellent end-to-end services, and with that extremely high availability for the end users.  An area that is often forgotten during the purchase. The investment into an automated parking garage, is a purchase for 20+ years.",https://www.linkedin.com/company/5by2,,https://twitter.com/5by2,
777 Exotic Car Rental,https://www.crunchbase.com/organization/777-exotic-car-rental,http://777exotics.com,"Automotive, Car Sharing, E-Commerce, Transportation, Travel","Commerce and Shopping, Transportation, Travel and Tourism",Exotic Car Rental Company In Los Angeles California,"Los Angeles preferred exotic car rental company located at 2900 South Robertson Blvd. Los Angeles CA 90034.  Take a look at the luxury car models from Lamborghini, Ferrari, Rolls Royce and more.  Access new cars for daily, weekly and monthly rental.  Drive from Los Angeles to Las Vegas and tour California in a Classic Car Rental from 777exotics.com",https://www.linkedin.com/company/777-exotic-car-rental,,https://twitter.com/777exotics,https://www.facebook.com/losangelescarrental/
A & A Auto Recycling,https://www.crunchbase.com/organization/a-a-auto-recycling,http://aaautorecycling.com,Automotive,Transportation,"Used Auto Parts Store in Bradenton, FL","Address: 5507 9th St E, Bradenton, FL 34203, USA",,,,
A 1 COLLISION NY & AUTO CARE,https://www.crunchbase.com/organization/a-1-collision-ny-auto-care,https://www.a1collisionny.com/,Automotive,Transportation,"A 1 Collision NY & Auto Care is located in Manhattan, New York, and is an auto repair company. A 1 Collision NY.","A 1 Collision NY & Auto Care is located in Manhattan, New York, and is an auto repair company. A 1 Collision NY & Auto Care provides Car Painting, Auto Repair, Auto Body Work, and Repair Service in Manhattan NY (NYC). A 1 Collision NY & Auto Care offers auto repair services to Manhattan, Queens, Brooklyn, Bronx, and Staten Island. Regardless of any issues you are facing, A1 is available to help you in your time of need by sending one of our trained technicians to assist you twenty four seven. Since 1972, A 1 Collision NY served all auto body and auto repair needs of New York City from our auto body shop in Hell's Kitchen which is located at 528 West 39th Street in New York, NY. We provide thorough collision repairs, general auto repairs, and auto painting services to customers from all around New York City. This includes: Manhattan, Queens, and all surrounding metro areas.",,,https://www.twitter.com/a1collisionnyc,https://www.facebook.com/a1collisionny
A Cheap Body Shop,https://www.crunchbase.com/organization/a-cheap-body-shop,http://www.acheapbodyshop.com,"Automotive, Insurance","Financial Services, Transportation","auto body repair, auto body shop","We Do Not Do Insurance Quotes, but call me with yours and I'll BEAT it by a lot!",,,https://www.twitter.com/acheapbodysh,https://www.facebook.com/a-cheap-body-shop-341403649398757
A#1 Air,https://www.crunchbase.com/organization/a-1-air,http://www.rightdayornight.com,"Automotive, Computer, Consumer Electronics, Electronics, Logistics, Real Estate","Consumer Electronics, Hardware, Real Estate, Transportation","A#1 Air is a provider of air conditioning, plumbing, and electrical services.","A#1 Air is an air conditioning and heating company located in Lewisville, Texas and services the entire DFW Metroplex. They are a family owned and operated business and are located at 601 E Corporate Dr, Lewisville, TX 75057.",http://www.linkedin.com/company/a-1-air,,http://twitter.com/anumber1air,http://www.facebook.com/anumber1air
A&P Auto Parts,https://www.crunchbase.com/organization/a-p-auto-parts,http://www.apautoparts.com/,"Automotive, Logistics",Transportation,A seller of quality used car parts,"A&P Auto Parts is a distributor of high quality used car parts. It was created by Bill and Cathy Abold as a way to greenify the car industry by offering recycled parts. Today, the company continues to adhere to environmentally friendly ways by offering customers cash for their used parts as well as vehicles. Customers can search its wide selection of used parts on the company's website.",,,,https://www.facebook.com/apautopartsinc
A&R Auto Parts,https://www.crunchbase.com/organization/a-r-auto-parts,,"Automotive, Manufacturing","Manufacturing, Transportation",A&R Auto Parts is a privately held company that operates a recycled OEM automotive replacement parts facility.,"A&R Auto Parts is a manufacturer and supplier of an automotive parts and accessories. Located between Spartanburg and Greenville on forty acres of land near Duncan, South Carolina, A&R will service the greater Spartanburg and Greenville markets and provide a strategic link within LKQ's network of recycled parts facilities.",,,,
A-1 Auto Transport,https://www.crunchbase.com/organization/a-1-auto-transport,https://www.a1autotransport.com/,"Automotive, E-Commerce, Logistics","Commerce and Shopping, Transportation",A-1 Auto Transport are door to door car carriers & movers.,"Shipping your vehicle has never been easier. With a network of 40 terminals and 30 modern carriers, you can get your vehicle where it needs to be -- quickly and safely. We’re available for car shipping Sales and Customer Service (vehicle shipment tracking, etc.) via phone at: 800.452.2880",https://www.linkedin.com/company/a-1-auto-transport,,http://twitter.com/a1autotransport,http://www.facebook.com/a1autotransport
A-1 Automatic Transmission Service,https://www.crunchbase.com/organization/a-1-automatic-transmission-service,http://a-1autotransmission.com,Automotive,Transportation,"Engine Repair in Boston, MA","Address: 914 Huntington Ave, Boston, MA 02115, USA",,,,
A-Hessco Roadside Assistance & Towing Innovations,https://www.crunchbase.com/organization/a-hessco-roadside-assistance-towing-innovations,https://www.hesscoinnovations.com/,"Automotive, Transportation",Transportation,24 Hour Emergency Roadside Assistance,"""The Only Truly Highest Rated Roadside Assistance & Towing Company in Jacksonville, Florida. Satisfaction Guaranteed, you will never be disappointed with A-HESSCO. You can't go wrong with the most highly recommended towing in Jacksonville, Florida. Hands down, the most exclusive 5-Star towing service with consistently accurate ETA. A-HESSCO is always ready to serve you. Finally, a 24 hour tow company that treats you better. Your safety, time, comfort, convenience and your vehicle are respected with the utmost care and attention. Our dispatchers are second to none, setting you at ease while efficiently evaluating each unique situation. Our knowledgeable dispatchers take psychology courses and are trained to calm you down.""",https://www.linkedin.com/in/a-hessco-roadside-assistance-and-towing-innovations-12055944/,,https://twitter.com/Hessco1,https://www.facebook.com/HesscoTowing/
A-Net,https://www.crunchbase.com/organization/a-net,http://a-net.mobi,"Automotive, Information Services, Transportation","Information Technology, Transportation",A-net is a recent Finalist of IBM Global Mobile Challenge 2016. A-Net is a mobile voice only infotainment solution,"A-Net is a voice interface platform, which has the first product built on top of it: the new era digital assistant for drivers. The main idea was to let drivers simply speak with the application to obtain all necessary or awaited information. The key difference from existing systems of such kind, like Hound or Waze is usage of cognitive voice recognition engine, which returns meaning of what was said instead of list of keywords. Own scoring system creates the psychology portrait of the driver and adopts all the information for users' preferences. This way Ads are turning into awaited information instead of something normally ignored.",,,https://www.twitter.com/OleksAndriyanov,
A-Reliable Auto Parts,https://www.crunchbase.com/organization/a-reliable-auto-parts,https://www.areliableautoparts.com,Automotive,Transportation,A-Reliable Auto Parts is a provider of recycled automotive products servicing the greater Chicago area.,"A-Reliable Auto Parts is a provider of recycled automotive products servicing the greater Chicago area. A-Reliable operates from three locations, two that sell primarily into the retail market and one that sells into the professional repair market. All three facilities are located in the Chicago metropolitan area and increase LKQ's facility footprint by 63 acres that include considerable warehouse space.",,,https://www.twitter.com/lkqcorp,https://www.facebook.com/lkqcorp
A.J. Oster,https://www.crunchbase.com/organization/a-j-oster,http://www.ajoster.com/,"Automotive, Food and Beverage, Manufacturing, Mining, Precious Metals","Food and Beverage, Manufacturing, Natural Resources, Transportation","A.J. Oster engages in the custom processing and distribution of metal foils, strips, and sheets.","A.J. Oster engages in the custom processing and distribution of metal foils, strips, and sheets. It supplies copper and brass alloys, including coppers, brasses, leaded brasses, tin brasses, phosphor bronzes, aluminum bronzes, silicon bronzes, copper nickels, nickel silvers, and olin brasses; antimicrobial copper alloys; stainless steel and carbon steel alloys in coil and sheet forms; aluminum foils and sheet metals; desiccant coated aluminum; and heat-activated adhesives. The company also provides cleaned and coated products that are applied in food service, automotive and sign trims, paint masking, heat exchangers, fire protection, protective barrier and primers, insulators/barriers, confection wraps, decorative coatings, precooked meat and poultry products. It serves companies in various industries that range from automotive to electronics to food packaging.",https://www.linkedin.com/company/a.j.-oster-llc/?trk=top_nav_home,,https://twitter.com/AJOsterMetals,
A.M. Castle & Co,https://www.crunchbase.com/organization/a-m-castle-co,http://www.amcastle.com,"Aerospace, Automotive, Energy, Manufacturing, Mining, Supply Chain Management","Energy, Manufacturing, Natural Resources, Science and Engineering, Transportation","A. M. Castle & Co. (NYSE:CAS) is the foremost provider of specialty products, services, and supply chain solutions. We are recognized as a","A. M. Castle & Co. (NYSE:CAS) is the foremost provider of specialty products, services, and supply chain solutions. We are recognized as a leading distributor of carbon, alloy, stainless steel, nickel alloys, aluminum, titanium, cast iron, brass, copper and plastic, as well as a global resource for complex supply chain solutions. Operating in more than 50 locations throughout North America, Latin America, Europe and Asia, we work with international OEMs to better serve their multi-location production requirements and delivery needs. We also leverage our long-standing metals experience and focus on processing and other value-added services to meet the unique requirements of industries such as aerospace, defense, oil and gas, power generation and heavy equipment.",http://www.linkedin.com/company/castle-metals,,http://twitter.com/CastleMetals,http://www.facebook.com/CastleMetals1890
"A.R. North America, Inc",https://www.crunchbase.com/organization/a-r-north-america-inc,http://www.arnorthamerica.com/,"Automotive, Manufacturing, Transportation","Manufacturing, Transportation",World leader in Pressure Plunger Pu,"A.R. North America, Inc is the world leader in High Pressure Plunger Pump Manufacturing, Portable Electric Pressure Washers, High Performance Accessory Components and Other Related Accessories for Pressure Washing, Car Wash, Sewer Cleaning, Reverse Osmosis/Desalination and other markets where high pressure water plunger pumps and the related accessories are utilized.",https://www.linkedin.com/company/a.r.-north-america-inc.,,https://www.twitter.com/arpump,https://www.facebook.com/Arnorthamerica/
A1 Diesel Service,https://www.crunchbase.com/organization/a1-diesel-service,https://www.a1dieselservices.com,"Automotive, Service Industry","Other, Transportation",A1 Diesel Service provides comprehensive fleet repair services.,A1 Diesel Service provides comprehensive fleet repair services. A1 Diesel Service Offers Vehicle Repair & Fleet Services You Can Count On. Our goal is to offer the best services available at affordable prices to get you back on the road in no time.,,,,https://www.facebook.com/A1-Diesel-Service-111622302234434/
A3 Freight Payment,https://www.crunchbase.com/organization/a3-freight-payment,http://www.a3freightpayment.com/,"Automotive, Financial Services, Logistics, Supply Chain Management","Financial Services, Transportation",A3 Freight Payment's dedicated resources provide a truly managed outsource solution.,"A3 Freight Payment provides managed, customized freight payment solutions to large volume shippers that automate transportation payables, ensure accurate billing, integrate advanced payment options and provide detailed reporting for supply chain and finance professionals.",https://www.linkedin.com/company/a3-freight-payment/,,,
AA Auto Protection,https://www.crunchbase.com/organization/aa-auto-protection,https://www.aaautowarranty.com,"Automotive, Financial Services, Insurance, Transportation","Financial Services, Transportation",AA Auto Protection is insurance backed and one of the most reputable extended auto warranty providers in the market,AA Auto Protection is insurance backed and one of the most reputable extended auto warranty providers in the market,,,,
AA Car Transport LLC,https://www.crunchbase.com/organization/aa-car-transport-llc,http://aacartransport.com,"Automotive, E-Commerce","Commerce and Shopping, Transportation",Auto Transport and Motorcycle Shipping,"AA Car Transport is a proud car transport broker. We move vehicles from and to anywhere in the USA including Hawaii. We offer open transport or enclosed transport for running and non-running automobiles. We also transport motorcycles, ATV's and tricycles, with or with out a trailer. All our carriers are fully licensed and insured up to 1 million dollars or less (for smaller carriers). We do not require upfront deposit or credit card on file. AA Car Transport is operated since 2011 and has been growing up since than. In AA Car Transport blog you can find alot of information about the car transport industry. You can get a quote online, we do not share your information with other. Our policy is great service for a great price. Check with us today at (800) 516-3440 or submit your info here: http://aacartransport.com/getaquote/",,,http://twitter.com/AACarTransport,http://www.facebook.com/AACarTransport
AA Foreign Auto Parts Online,https://www.crunchbase.com/organization/aa-foreign-auto-parts-online,http://aaforeign.com,Automotive,Transportation,"AA Foreign Auto Parts Online provides automobile salvage, parts, and supplies in the U.S.","Used & Rebuilt Auto Parts, Automobile Parts & Supplies, Automobile Salvage",https://www.linkedin.com/company/aa-auto/,,https://twitter.com/aaforeign,
AA Gear & Manufacturing Inc.,https://www.crunchbase.com/organization/aa-gear-manufacturing-inc,http://www.aa-gear.com/,"Agriculture, Automotive, Construction, Manufacturing","Agriculture and Farming, Manufacturing, Real Estate, Transportation",AAG is a privately-held manufacturer that provides low-to-medium volume batch manufacturing for complex gear and shaft applications.,"AAG is a privately-held manufacturer that provides low-to-medium volume batch manufacturing for complex gear and shaft applications, as well as quick-turnaround prototyping solutions and emergency plant support. The company has a strong manufacturing engineering team with a reputation for solving customers' technical issues as a means to building long-term customer relationships. Those relationships include some of the world's leading manufacturers across a wide range of attractive end markets including agriculture, construction, heavy truck, diversified industrial and automotive. ",,,,https://www.facebook.com/AAGear/
AAA Auto Sales,https://www.crunchbase.com/organization/aaa-auto-sales,http://aaaautosalesoh.com,Automotive,Transportation,"Used Car Dealership in Springfield, OH","Address: 2829 E Main St, Springfield, OH 45503, USA",,,,
AAA RV Sales and Rentals,https://www.crunchbase.com/organization/aaa-rv-sales-and-rentals,http://www.aaarvsalesandrentals.com,"Automotive, Recreation, Travel","Sports, Transportation, Travel and Tourism",We are a family owned business with over 25 years experience repairing boats and RVs and now renting and selling travel trailers.,"We rent and sale Heartland Wilderness travel trailers. All of our trailers are half ton towable. They are self contained with heated underbelly, fully ducted a/c units, full kitchen, full bathroom, and they sleep anywhere from 4 to 8 people. We also service and repair all types of RV's and boats. Visit us and see for yourself how much our great customer service separates us from the competition.",,,http://www.twitter.com/aaa_rv,http://www.facebook.com/aaarvsalesandrentals
