Organization Name,Organization Name URL,Website,Industries,Industry Groups,Description,Full Description,LinkedIn,Hub Tags,Twitter,Facebook,CB Rank (Organization)
FLEXE,https://www.crunchbase.com/organization/flexe,https://www.flexe.com/,"Cloud Computing, Logistics, Supply Chain Management, Warehousing","Internet Services, Software, Transportation",FLEXE offers a warehousing technology platform that helps enterprises expand their distribution network.,"FLEXE is a warehousing company that connects organizations in need of additional space to organizations with extra space. The company's cloud-based platform powers unified warehouse sourcing and set up, while also streamlining material handling operations. It reinvents warehousing and fulfillment to optimize the global delivery of goods. The company's team is dedicated to changing the logistics industry and helping clients develop structural flexibility in businesses. FLEXE was founded on 2013 and is headquartered in Seattle, Washington.",https://www.linkedin.com/company/flexe/,,https://twitter.com/flexe,https://www.facebook.com/flexeinc,735
KeepTruckin,https://www.crunchbase.com/organization/keeptruckin,http://keeptruckin.com,"Fleet Management, Logistics, SaaS, Transportation","Software, Transportation",KeepTruckin is a San Francisco-based startup helping trucking companies manage their fleets and have their drivers legally log their hours.,"KeepTruckin is a San Francisco-based startup trying to make it easier for trucking companies to manage their fleets and have their drivers legally log their hours. KeepTruckin is on a mission to improve the efficiency and profitability of America's trucking industry by building great technology products for truck drivers and fleet managers. The KeepTruckin ELD is the easiest to use and most affordable electronic logging system on the market. KeepTruckin provides drivers with the number one rated Electronic Logbook App for iOS & Android. For fleets, KeepTruckin's web dashboard automates log auditing, IFTA reporting, vehicle location tracking, and more. KeepTruckin is trusted by over 400,000 drivers and 13,000 fleets. The company is backed by Google Ventures and Index Ventures.",http://www.linkedin.com/company/keep-truckin,Unicorn,http://twitter.com/KeepTruckinInc,http://www.facebook.com/keeptruckin,745
Convoy,https://www.crunchbase.com/organization/convoy-3,https://convoy.com,"Freight Service, Logistics, Service Industry, Supply Chain Management, Transportation","Other, Transportation",Convoy is the nation's most efficient digital freight network.,"Convoy is the nation’s most efficient digital freight network. We move thousands of truckloads around the country each day through our optimized, connected network of carriers, saving money for shippers, increasing earnings for drivers, and eliminating carbon waste for our planet. We use technology and data to solve problems of waste and inefficiency in the $800B trucking industry, which generates over 72 million metric tons of wasted CO2 emissions from empty trucks. Fortune 500 shippers like Anheuser-Busch, P&G, Niagara, and Unilever trust Convoy to lower costs, increase logistics efficiency, and achieve environmental sustainability targets. Convoy was founded in 2015 and is headquartered in Seattle, Washington.",https://www.linkedin.com/company/convoy-greypoint-inc-/,Unicorn,https://twitter.com/convoyteam,https://www.facebook.com/convoyteam/,749
Tive,https://www.crunchbase.com/organization/tive,https://tive.co/,"Enterprise Software, Shipping, Software, Supply Chain Management","Software, Transportation",Tive develops a hardware and software platform designed to track the conditions of shipments.,"Tive is a Boston-based startup that helps companies take the surprises out of their supply chains through true end-to-end visibility. It is the easiest way for companies to manage their supply chain – and get results. Unlock unparalleled insight and enhanced visibility. They help companies improve efficiency and meet regulatory requirements by providing an end-to-end sensor solution to visualize, optimize, and monitor operations in real-time.",https://www.linkedin.com/company/tiveinc/,,https://twitter.com/tiveinc,,765
FreightWaves,https://www.crunchbase.com/organization/freightwaves,https://www.freightwaves.com,"Analytics, Freight Service, Logistics, Predictive Analytics, Railroad, SaaS, Transportation","Artificial Intelligence, Data and Analytics, Software, Transportation",FreightWaves is a data and content forum that provides market participants with near-time analytics.,"FreightWaves is a data and content forum that provides market participants with near-time analytics on the state of the freight market. The company offers current digital intelligence and context to the freight community on a central platform. The company's​ SaaS product, SONAR, is a freight market analytics tool and dashboard, aggregating billions of data points from hundreds of sources to provide the fastest data in the transportation and logistics sector. The platform is mode agnostic and has time-series and geo-based data from all modes of freight, including truck, rail, ocean, air, and warehouse. FreightWaves was founded to provide transparency and risk-management products to the freight markets. As a provider of aggregated data-sets across the North American freight markets, FreightWaves' SaaS platform helps companies take action based on the signals in the market.",https://www.linkedin.com/company/freightwaves/,,https://twitter.com/FreightWaves,https://www.facebook.com/FreightWaves/,769
Nikola Motor Company,https://www.crunchbase.com/organization/nikola-motor-company,https://nikolamotor.com/,"Automotive, Electric Vehicle, Logistics, Manufacturing","Manufacturing, Transportation",Nikola Motor Company builds heavy-duty transport trucks using hybrid hydrogen-electric powertrains.,"Nikola Motor Company’s goal is to transform and disrupt the transportation industry globally. From production to consumption of energy, we work towards complete zero emissions. Phoenix-based Nikola Motor Company designs and manufactures electric vehicles, energy storage systems, and electric vehicle drivetrain components. The company is led by its visionary CEO, Trevor Milton, who has assembled one of the most talented teams in the country to bring the Nikola products to market",https://www.linkedin.com/company/15252329/,Exited Unicorn,https://twitter.com/nikolamotor,https://www.facebook.com/nikolamotorcompany,788
Shippo,https://www.crunchbase.com/organization/shippo,https://goshippo.com,"B2B, Developer APIs, E-Commerce, Logistics, Shipping, Supply Chain Management","Commerce and Shopping, Other, Software, Transportation",Shippo is a multi-carrier shipping API and web app that helps businesses navigate the complexities of shipping.,"Shippo is a multi-carrier shipping API and web app. E-commerce businesses, marketplaces, and platforms are able to connect to multiple shipping carriers around the world from one API and dashboard, through Shippo. Businesses can get shipping rates, print labels, automate international documents, track shipments, and facilitate returns. The company processes millions of shipments per month for more than 35,000 customers. Businesses are able to instantly access multiple shipping carriers for real-time rates, shipping labels, international paperwork, package tracking, and return logistics. Shippo was founded in 2013 and is headquartered in San Francisco, California.",http://www.linkedin.com/company/4991283,Pledge 1%,http://twitter.com/goshippo,http://www.facebook.com/goshippo,826
DASH Systems,https://www.crunchbase.com/organization/dash-systems-inc,http://www.dashshipping.com,"Aerospace, Air Transportation, Freight Service, Logistics, Mechanical Engineering, Shipping","Science and Engineering, Transportation",DASH Systems is a tech company developing hardware and software to enable precision airdrop deliveries.,"DASH Systems is a Los Angeles based technology company developing hardware and software to enable precision airdrop deliveries. They take a commercial airplane, open the door, and autonomously release and land packages within a helipad-size area. Its technology allows commercial cargo to be safely delivered in remote, rural, or previously inaccessible areas, quickly and affordably.",https://www.linkedin.com/company/dash-systems/,,https://twitter.com/DASHSystems,https://www.facebook.com/DASHShipping/,833
The Boring Company,https://www.crunchbase.com/organization/the-boring-company,https://boringcompany.com/,"Infrastructure, Logistics, Public Transportation, Transportation","Other, Transportation",The Boring Company aims to dig tunnels efficiently to facilitate an underground transportation network.,The Boring Company is an infrastructure and tunnel construction company that aims to dig tunnels efficiently to facilitate an underground transportation network. The company was founded by Elon Musk in late 2016.,https://www.linkedin.com/company/the-boring-company/,,https://twitter.com/boring_company,https://www.facebook.com/boringcompanyofficial/,834
Shift,https://www.crunchbase.com/organization/shiftcars,http://shift.com,"Automotive, E-Commerce, Internet, Logistics, Marketplace, Retail Technology","Commerce and Shopping, Hardware, Internet Services, Software, Transportation",Shift is an online marketplace for buying and selling used cars.,"Shift is an online marketplace for buying and selling used cars.  Acting as a personal concierge service, the company details cars, lists them on multiple lists, handles test drives, and finds intent buyers. Charging a Shift Service Fee for registration, car prep services, and sales tax, Shift provides customers with a 150-point concierge report that includes specs, high-resolution photos, vehicle history, and results on their cars before purchase.",https://www.linkedin.com/company/shift-technologies-inc,,https://twitter.com/driveshift,https://www.facebook.com/shiftcars,999
Transfix,https://www.crunchbase.com/organization/transfix,http://transfix.io/,"B2B, Logistics, SaaS, Shipping, Supply Chain Management, Transportation","Other, Software, Transportation","Transfix is a leading transportation solutions provider, combining tech & a best in class carrier network to reshape the future of freight.","Transfix is a leading transportation solutions provider whose digital brokerage capabilities and logistics software offerings are helping reshape the future of freight. The company combines deep industry expertise and a best in class carrier network with cutting edge technology. The result? Competitive pricing, superior service and reliability, and unmatched intelligence for optimizing the supply chain from start to finish. Today, the world’s most recognized brands rely on Transfix’s trusted carrier network, including six of the top ten retailers and five of the ten largest food and beverage brands in America. Transfix was named one of Forbes’ “Next Billion-Dollar Startups” and is headquartered in the heart of New York City. For more information, visit www.transfix.io.",https://www.linkedin.com/company/transfix/,,http://twitter.com/transfixio,http://facebook.com/transfixio,"1,009"
Vericool,https://www.crunchbase.com/organization/vericool,http://www.vericoolpackaging.com/,"Food and Beverage, Information Technology, Logistics, Manufacturing, Packaging Services, Transportation","Administrative Services, Food and Beverage, Information Technology, Manufacturing, Transportation",Vericool is a developer of sustainable cold chain packaging.,"Vericool is a provider of cold chain packaging services intended to manufacture compostable coolers for sustainable shipment, storage and delivery. The company's services offer a line of packaging products that include customized, compostable, recyclable, sustainable and eco-friendly shipment boxes that have inbuilt temperature sensors for long-time storage, enabling logistics and warehouse operators to improve cold chain shipping of non-durable goods without depending on external freezers.",https://www.linkedin.com/company/vericool-packaging/,,,,"1,020"
Jupiter,https://www.crunchbase.com/organization/talar,https://jupiter.co/,"Delivery, Logistics","Administrative Services, Transportation",Jupiter - Putting grocery and meal planning on autopilot,"Jupiter is a products appear magically in your kitchen, leaving no trace of plastics or boxes behind them, where food waste is almost non-existent, because we bring exactly what you’re gonna use. We’re building the first logistics network committed to waste reduction.",https://www.linkedin.com/company/talardelivery/,,,,"1,168"
Zebra Technologies,https://www.crunchbase.com/organization/zebra-technologies,https://www.zebra.com/ap/en.html,"Hardware, Hospitality, Information Technology, Logistics, Manufacturing, News, Social News, Software, Transportation","Content and Publishing, Hardware, Information Technology, Manufacturing, Media and Entertainment, Software, Transportation, Travel and Tourism","Zebra Technologies is a global leader in barcode printing and RTLS technology including printers, RFID, software and supplies.","Zebra Technologies is a global leader in barcode printing and RTLS technology including printers, RFID, software and supplies. Find your asset tracking solution. Zebra’s extensive portfolio of solutions give real-time visibility into everything from products and physical assets to people, providing very precise operational data not only about where things are, but what condition they are in. This allows business leaders to use data to make better, more informed decisions, respond in real-time and ultimately, help businesses understand how they work, and how they could work better.",http://www.linkedin.com/company/167024,Crunchbase Venture Program,http://twitter.com/ZebraTechnology,http://www.facebook.com/ZebraTechnologiesGlobal,"1,211"
Uber Freight,https://www.crunchbase.com/organization/uber-freight,https://www.uberfreight.com/,"Apps, Logistics, Mobile Apps, Supply Chain Management","Apps, Mobile, Software, Transportation",Uber Freight is the logistics arm of Uber that helps truck drivers connect with shipping companies.,"Uber Freight is a logistics and supply chain management firm that provides a mobile application that helps truck drivers connect with shipping companies. Uber Freight empowers drivers and shippers to connect in a transparent, fair, and sustainable way to create a lasting logistics infrastructure for society. With its technology, greater transparency, and more opportunities, both shippers and carriers win. The company was founded in 2017 and based in San Francisco, California.",https://www.linkedin.com/showcase/uber-freight/,Unicorn,https://twitter.com/uberfreight,https://www.facebook.com/UberFreight/,"1,266"
Zipline,https://www.crunchbase.com/organization/zipline-international,http://flyzipline.com/,"Drones, Logistics, Robotics","Consumer Electronics, Consumer Goods, Hardware, Science and Engineering, Software, Transportation","Zipline designs, manufactures, and operates drones to deliver vital medical products to everyone, no matter where they live.","Zipline is a California-based automated logistics company that designs, manufactures, and operates drones to deliver vital medical products. Zipline's mission is to provide every human on Earth with instant access to vital medical supplies. In 2014, Zipline was created to deliver medicine to those who need it most. Since then, the company has built the world's fastest and most reliable delivery drone, the world's largest autonomous logistics network, and a truly amazing team. Zipline designs and tests its technology in Half Moon Bay, California. The company assembles the drones and the technology that powers its distribution centers in South San Francisco. Zipline performs extensive flight testing in Davis, California, and operates distribution centers around the planet with teams of local operators.",https://www.linkedin.com/company/7602863,Unicorn,https://twitter.com/zipline,https://www.facebook.com/flyzipline/,"1,321"
Blue Yonder,https://www.crunchbase.com/organization/jda-software,https://blueyonder.com,"Retail, SaaS, Software, Supply Chain Management, Wholesale","Commerce and Shopping, Software, Transportation","With Blue Yonder, you can deliver to your customers when, how and where they want it using the world's #1 digital fulfillment platform.","At Blue Yonder, we're helping some of the biggest companies in the world modernize their supply chain using the cloud, artificial intelligence, and machine learning. Built to fulfill customer demand with immediacy, personalization, and convenience, our solutions orchestrate and optimize inventory and labor from end-to-end in real-time, while creating amazing customer experiences. With Blue Yonder, you can deliver to your customers when, how and where they want it using the world's #1 digital fulfillment platform.",https://www.linkedin.com/company/blueyonderai,,https://twitter.com/BlueYonder,https://www.facebook.com/BlueYonderAI/,"1,350"
Fetch Robotics,https://www.crunchbase.com/organization/fetch-robotics,http://fetchrobotics.com/,"Industrial Automation, Life Science, Mobile, Robotics, Supply Chain Management, Warehousing","Biotechnology, Hardware, Manufacturing, Mobile, Science and Engineering, Software, Transportation",Fetch Robotics provides the market’s only cloud-driven Autonomous Mobile Robot (AMR) solution for warehousing intralogistics environments.,"Fetch Robotics is a San Jose, Calif.-based industrial robotics startup that develops and manufactures collaborative, autonomous mobile robot solutions for the warehousing and logistical markets. It takes takes advantage of its deep robotics expertise to provide reliable and safe collaborative AMR (Autonomous Mobile Robot) solutions for two commercial applications: material handling and data collection. Fetch Robotics is a venture-backed Silicon Valley startup founded in 2014.",https://www.linkedin.com/company/fetch-robotics,,https://twitter.com/fetchrobotics,https://www.facebook.com/fetchrobotics/,"1,462"
Dun & Bradstreet,https://www.crunchbase.com/organization/dun-and-bradstreet-corporation,http://www.dnb.com,"B2B, Enterprise Software, Supply Chain Management","Other, Software, Transportation",Dun & Bradstreet grows the most valuable relationships in business by uncovering truth and meaning from data.,"Dun & Bradstreet (NYSE:DNB), the world’s leading source of global business information, knowledge and insight, has been enabling companies to Decide with Confidence for 171 years. D&B’s global commercial database contains more than 220 million business records. The database is enhanced by D&B’s proprietary DUNSRight® Quality Process, which transforms the enormous amount of data collected daily into decision-ready insight. Through the D&B Worldwide Network – an unrivaled alliance of D&B and leading business information providers around the world – customers gain access to the world’s largest and highest quality global commercial business information database. Customers use D&B Risk Management Solutions to mitigate risk, increase cash flow and drive increased profitability, D&B Sales & Marketing Solutions to analyse markets, locate prospects and increase revenue from new and existing customers; D&B Learning Solutions to facilitate professional growth and excellence among their executives and D&B Economic Analysis Group to derive pragmatic and solution-oriented analyses of strategic economic and business developments, thereby aiding informed decision making. D&B featured on FORTUNE Magazine's Most Admired Companies Industry List for four consecutive years (2006 -2009), ranking first in the Financial Data Services category. D&B ranked first in the areas of employee talent, financial soundness, long-term investment, quality of management and use of corporate assets. In 2011, D&B featured on the World’s Most Ethical Companies list in the Business Services category by Ethisphere. The World’s Most Ethical Companies designation recognizes companies that truly go beyond making statements about doing business “ethically” and translate those words into action.",http://www.linkedin.com/company/dun-&-bradstreet,,http://twitter.com/DnBUS,http://www.facebook.com/DunBradstreet,"1,477"
Afresh Technologies,https://www.crunchbase.com/organization/afresh-technologies,https://afresh.com/,"Agriculture, Artificial Intelligence, Food and Beverage, Logistics, Machine Learning, Supply Chain Management","Agriculture and Farming, Artificial Intelligence, Data and Analytics, Food and Beverage, Science and Engineering, Software, Transportation",Afresh is an AI-powered company selling software to track demand and manage orders for fresh produce in grocery stores.,"Afresh is an AI-powered company selling software to track demand and manage orders for fresh produce in grocery stores. The company is an operator of a fresh-first supply chain platform intended to handle the complexity of perishable categories for brick and mortar retailers and wholesalers. Its platform brings artificial intelligence and machine learning to forecast ingest millions of data points to provide accurate item-level predictions of future demand to replenish recommendations that account for supply chain constraints and optimize for margin that enable clients to minimize waste, maximize freshness, and multiply business profitability.",https://www.linkedin.com/company/afreshtechnologies/,,https://twitter.com/afreshai,,"1,512"
ShipBob,https://www.crunchbase.com/organization/shipbob,http://www.shipbob.com/,"E-Commerce, Logistics, Mobile, SaaS, Shipping, Software","Commerce and Shopping, Mobile, Software, Transportation",ShipBob is a technology company that fulfills e-commerce orders for direct-to-consumer brands.,"ShipBob is a technology company that fulfills e-commerce orders for direct-to-consumer brands. As an end-to-end fulfillment solution, ShipBob provides warehousing and package delivery in 1-2 business days, with a network of fulfillment centers across the US. Its software combines order and inventory management, customer communication, predictive insights, and optimized shipping for online merchants. ShipBob’s software is also fully integrated with e-commerce platforms, including eBay, Shopify, Amazon, Magento, and many more. Based in Chicago, Illinois, ShipBob was founded in 2014 by [Divey Gulati](http://www.crunchbase.com/person/divey-gulati) and [Dhruv Saxena](http://www.crunchbase.com/person/dhruv-saxena).",,,http://twitter.com/LoveShipBob,http://www.facebook.com/Loveshipbob,"1,522"
TradeLanes,https://www.crunchbase.com/organization/tradelanes,https://www.tradelanes.co/,"Industrial Automation, Logistics, SaaS, Supply Chain Management","Manufacturing, Science and Engineering, Software, Transportation","TradeLanes is a technology company that automates supply chain for traders, shippers, and merchants.","TradeLanes is a technology company that automates supply chain for traders, shippers, and merchants. It developed a SaaS platform that brings global trade operations entirely online - from generating the contract to allocating inventory, to booking a shipment, to delivery. Its system allows all parties to collaborate digitally, from one set of data and documents. TradeLanes aims to power frictionless global trade for all.  It was founded in 2015 and is based in Oakland, California.",https://www.linkedin.com/company/tradelanes/,,https://twitter.com/tradelanesinc,https://www.facebook.com/tradelanes/,"1,568"
Virgin Hyperloop,https://www.crunchbase.com/organization/virgin-hyperloop,https://virginhyperloop.com/,"Industrial Engineering, Logistics, Transportation, Travel","Manufacturing, Science and Engineering, Transportation, Travel and Tourism","Virgin Hyperloop is a developer of a transportation technology used to deliver fast, direct, and sustainable transportation at scale.","Virgin Hyperloop is a developer of a transportation technology used to deliver fast, direct, and sustainable transportation at scale. Its technology is a first-generation vehicle system that makes trains go as fast as 760 miles per hour and utilizes a vacuum tube designed for transportation of people and cargo that enables companies to have direct movement of freight and people to travel quicker from origin to destination. It was founded in 2014 and is headquartered in Los Angeles, California.",https://www.linkedin.com/company/virgin-hyperloop,Emerging Unicorn,https://twitter.com/virginhyperloop,https://www.facebook.com/VirginHyperloop,"1,691"
Narvar,https://www.crunchbase.com/organization/narvar,http://www.narvar.com,"E-Commerce, Retail, SaaS, Shipping, Supply Chain Management","Commerce and Shopping, Software, Transportation","Narvar is a customer experience platform that helps retailers inspire long-term customer loyalty, at all steps of the post-purchase journey.","Narvar is a customer experience platform that helps retailers inspire long-term customer loyalty, at all steps of the post-purchase journey. It helps retailers inspire loyalty beyond reason.  As an enterprise-grade customer experience platform serving 500+ retailers like Sephora, Patagonia, Home Depot, Gap, and Bose, Narvar enables seamless post-purchase experiences that retain, engage, and delight customers — from cart to doorstep, and beyond. With effortless order tracking, proactive communications, and seamless returns, Narvar applies machine learning across billions of interactions to simplify the everyday lives of consumers.  The company was established in 2012 and is based in San Francisco, California.",https://www.linkedin.com/company/narvar,,https://twitter.com/narvarinc,https://www.facebook.com/NarvarInc/,"1,731"
The/Studio,https://www.crunchbase.com/organization/the-studio,http://thestudio.com,"Fashion, Lifestyle, Manufacturing, Software, Supply Chain Management","Clothing and Apparel, Community and Lifestyle, Design, Manufacturing, Software, Transportation",The/Studio is an on-demand product creation and manufacturing platform for businesses to easily bring products to market.,"The/Studio is a destination for businesses, organizations, and individuals to easily manufacture custom products. The company is a manufacturing platform that makes manufacturing accessible to anyone. Their network of factories gives you the ability to manufacture products, and their technology makes it simple – no MOQs, quick turnaround times, competitive pricing, and guaranteed trust in your supply chain. All on a cloud-based management platform. The/Studio was founded by Joseph Heller.",https://www.linkedin.com/company/thestudio-com/,,https://www.twitter.com/factorybystudio,https://www.facebook.com/factorybythestudio,"1,830"
