Organization Name,Organization Name URL,Website,Industries,Industry Groups,Description,Full Description,LinkedIn,Hub Tags,Twitter,Facebook
Zuza,https://www.crunchbase.com/organization/zuza,http://getzuza.com/,"Computer, Marketing, Software","Consumer Electronics, Hardware, Sales and Marketing, Software",Zuza is an industry-leading Business Management and POS system software.,"Zuza is an industry-leading Business Management and Point of Sale software. With hundreds of features, fully customizable settings, and full white-label functionality, Zuza Software is the perfect tool for every business moving forward.",https://www.linkedin.com/company/zuza/,,,https://www.facebook.com/getzuzasoftware
zumatek,https://www.crunchbase.com/organization/zumatek,http://zumatek.com,"3D Technology, Biotechnology, Health Care, Medical","Biotechnology, Hardware, Health Care, Science and Engineering, Software","ZumaTek, Inc. develops 3D dedicated imaging technologies for the lesion detection to treat breast cancer before it has formed a tumor or","ZumaTek, Inc. develops 3D dedicated imaging technologies for the lesion detection to treat breast cancer before it has formed a tumor or spread to lymph nodes. It develops devices that are used to monitor the progress of radiation therapy or chemotherapy in breast cancer patients as it is able to non-invasively detect chemical changes in the cancer cells. The company’s devices can also be combined with on-board biopsy or treatment devices. ZumaTek was incorporated in 2005 and is based in Chapel Hill, North Carolina.",,,,
ZUGU CASE,https://www.crunchbase.com/organization/zoogue,http://zugucase.com,"Hardware, iOS, Software","Hardware, Mobile, Platforms, Software",ZUGU CASE is an online business the obsesses over making the best iPad cases in the world.,"ZUGU was founded in 2010 when Tim was looking at iPad cases and realized he was going to be faced with the same frustration he had with iPhones. At that time, cases were so difficult to prop up, and none of them took this issue seriously—they all just offered the same two angle folio that was very unstable. As a young 25-year-old self-proclaimed inventor & entrepreneur looking to prove himself, he decided he would do whatever it took to create the best and most innovative case in the world by achieving the perfect balance of function and aesthetics. ",,,http://twitter.com/zoogue,https://www.facebook.com/ZUGUCASE/
Zugara,https://www.crunchbase.com/organization/zugara,http://www.zugara.com,"Augmented Reality, Retail Technology, Software, Virtual Reality","Commerce and Shopping, Hardware, Software",Zugara is a technology company that develops software for Augmented Reality and Virtual Reality platforms and devices.,"Zugara is an Augmented Reality startup based in Los Angeles, California. We create Augmented Reality and Virtual Reality software that is focused on solving user interaction or industry specific problems. Too often, both Augmented Reality and Virtual Reality companies have focused on developing cool technology that does not, in its basic form, solve an issue or advance an industry specific use case. At Zugara, we believe that any technology should have a core purpose to make technology go beyond simple engagement to maximize a conversion.",http://www.linkedin.com/company/zugara,,http://twitter.com/Zugara,http://www.facebook.com/Zugara
Zuercher Technologies,https://www.crunchbase.com/organization/zuercher-technologies,http://www.zuerchertech.com,"Computer, Public Safety, Software","Consumer Electronics, Government and Military, Hardware, Software",Zuercher Technologies is a provider of public safety software solutions.,"Zuercher Technologies provides a comprehensive public safety software solution to agencies across the U.S. under its flagship product, Zuercher Suite, encompassing Computer-Aided Dispatch, Mapping, Records Management, Jail Management, Civil Process, Criminal Investigations, Crime Analysis, Agency Financial, Agency Administration, and Mobile CAD and Records. Founded in 2003, Zuercher Technologies is based in Sioux Falls, SD. Zuercher is part of TriTech Software Systems, which is the largest public safety software company in the world with over 3,000 agency installations serving 255+ million citizens in 14 countries.",https://www.linkedin.com/company/zuercher-technologies,,https://twitter.com/zuerchertech,https://www.facebook.com/zuerchertech/
Zudy,https://www.crunchbase.com/organization/zudy,http://zudy.com,"Computer, Software, Web Development","Consumer Electronics, Hardware, Software",Enterprise Mobile Application Development,"Enterprise Mobile Application Development Accelerated with groundbreaking advancement using agnostic application development platform that provides built in enterprise level business logic, responsive design, authentication, role based security. You build your application it will run on all devices, the web, most popular operating systems and databases using an easy to learn intuitive development environment. Applications will be deployed in a week with little to no coding.",http://www.linkedin.com/company/zudy,,http://twitter.com/ZudySoftware,http://www.facebook.com/zudysoftware
Zubie,https://www.crunchbase.com/organization/zubie,http://www.zubie.com,"Automotive, Car Sharing, Hardware, Mobile Apps, Software","Apps, Hardware, Mobile, Software, Transportation","Zubie is a connected-car platform that provides location tracking, driver scoring, alert, and location sharing services.","Zubie is a connected vehicle services company focused on providing consumers and businesses relevant vehicle health, location, and safety information. With a simple plug-in of the Zubie key, users can easily monitor their vehicle data through its Zubie mobile apps for both iOS and Android. Learn more about our low-cost fleet management solution for businesses at http://zubie.com/fleet or our consumer offering at http://zubie.com. A Zubie subscription includes the Zubie Key (OBDII device), iOS/Android apps, and online web portal.",http://www.linkedin.com/company/zubie,,http://twitter.com/gozubie,http://www.facebook.com/gozubie
Zuar,https://www.crunchbase.com/organization/zuar,https://www.zuar.com/,"Analytics, Business Intelligence, Data Center Automation, Data Visualization, Software","Data and Analytics, Design, Hardware, Information Technology, Software","Business Intelligence, Data Staging, Data Automation, External Analytics, Embedded Analytics, Tableau Services","Zuar is a leading provider of business intelligence solutions for companies of any size. Since launching in 2015, our approach has focused on actionable game plans that solve real business problems. With our data staging and analytics solutions, Zuar helps people turn their data into a competitive advantage.",https://www.linkedin.com/company/zuar/,,,https://www.facebook.com/weareZuar/
Ztar Mobile,https://www.crunchbase.com/organization/ztar-mobile,http://www.ztarmobile.com/,"Billing, Wireless","Hardware, Mobile, Payments, Software","Ztar Mobile is a mobile virtual network enabler that offers global wireless solutions for retailers, affinity groups, and brand name labels.","Ztar Mobile is a mobile virtual network enabler that offers global wireless solutions that enable retailers, affinity groups, and brand name labels to deliver private brand wireless services to their subscribers. It provides private- branded mobile services with a complete outsourced solution, from service creation to billing and customer care, without any required client investment in wireless expertise or infrastructure. Ztar Mobile offers a personalized, scalable, and fully-flexible, hosted wireless solution by integrating existing technologies. It is based in Mansfield, Texas.",http://www.linkedin.com/company/ztar-mobile,,,
Ztango,https://www.crunchbase.com/organization/ztango,http://www.ztango.com,"Apps, Telecommunications, Wireless","Apps, Hardware, Mobile, Software","Ztango.com is a provider of wireless data gateways, wireless development environments, and wireless applications solutions.","Ztango.com is a provider of wireless data gateways, wireless development environments, and wireless applications solutions targeted for both vertical markets and horizontal business processes. For corporations, e-companies, and wireless network operators, Ztango.com manages the complexity of wireless data solutions, allowing their clients to immediately deploy wireless services that increase revenue and create operational efficiency. To package solutions that are delivered on either a managed or turnkey basis, Ztango.com leverages best-of-breed partner technologies with Ztango.com gateways, middleware, and applications. Ztango.com managed solutions are hosted and maintained in Ztango.com's wireless ASP (WASP) service centers in the United States and Europe. Finland is the birthplace of Ztango.com's multi-network, multi-device compatible wireless data technology, and they are the 8th member of the WAP Forum. General Atlantic Partners recently invested $37.8 million in Ztango.com. Ztango.com corporate headquarters is in Reston, Virginia with a research & development center in Espoo, Finland and offices in London, Brussels, and New York.",,,,
ZT Technology Solutions,https://www.crunchbase.com/organization/zt-technology-solutions,http://www.zttechsol.com/,"Computer, Information Technology, Telecommunications, Virtual Reality","Consumer Electronics, Hardware, Information Technology, Software","ZT Technology Solutions provides government, telecommunications, and enterprise customers with technology solutions.","ZT Technology Solutions was founded in 2010 to provide government, telecommunications, and enterprise customers with technology solutions to address their product and service life cycle needs, especially for legacy products. ZT‘s fundament belief is that legacy products will remain in the telecom network indefinitely. ZT’s founders, Mike Dazio and John Tsimaras, started this company with one specific mission: Maintain, enhance and support many of the legacy products that are currently in the Public Switched Telephone Network. Mr. Dazio and Mr. Tsimaras bring their vast experience and expertise to this company. Mr. Dazio served as a Product Manager at AT&T/Western Electric/Lucent Technologies for over 25 years. Per Mr. Dazio, the goal of a product manager is to extend the life of legacy products and assist customers to migrate eventually to newer technologies. Mr. Tsimaras headed hardware development groups at AT&T/Western Electric/Lucent Technologies and Datatek Applications for nearly 30 years. One product on which they both worked was a legacy data networking product called Datakit VCS. It was initially deployed in the mid 1980’s. To this day the telephone companies, both foreign and domestic, still have over one billion dollars of this product in use in their networks. Despite the rise of newer technologies, like IP, LTE, there still is a need to support async, X.25 etc. in the circuit-switched world. Mr. Dazio understood this and helped create a company called Datatek Applications in 1998 simply to continue to enhance and support the Datakit VCS product line. Today that company is still providing support.",https://www.linkedin.com/company/zt-technology-solutions/,,,
ZT Systems,https://www.crunchbase.com/organization/zt-systems,https://www.ztsystems.com,"Cloud Computing, Cloud Infrastructure, Internet","Hardware, Internet Services, Software",ZT Systems is a professional provider in the cloud solutions.,"Some of most important things in their lives are no longer physical. Their relationships, their memories, their favorite music, even the way they do business are becoming more powerfully enabled by the cloud. ZT Systems isn’t just in the business of engineering and building hardware solutions. They’re in the business of providing the infrastructure that will power the future of human progress, interaction, and achievement. And they don’t take this responsibility lightly. ZT Systems partners with you to collaboratively design hyperscale compute and storage solutions based on your unique value criteria. Instead of limiting you to a catalog or roadmap, they develop a set of evolving platform building blocks that balance technology leadership, cost efficiency and supply diversity. The resulting solutions are best fit to your unique workload, performance and operating cost requirements – and free from nonessential functionality and add-ons. Similarly, optional logistics and service solutions are tailored to match specific requirements and compliment customer resources. Founded in 1994, and headquartered in Secaucus, New Jersey, ZT Systems is a private company ensuring complete confidentiality for their customers. They combine the scale needed to support the largest customers with the agility of a focused, efficiently-structured organization. This means they can act quickly to do what’s necessary – no bureaucracy or competing priorities, no limitations in expertise or scale.",https://www.linkedin.com/company/603959,,https://www.twitter.com/ztsystems,https://www.facebook.com/ztsystems
zSpace,https://www.crunchbase.com/organization/zspace,http://zspace.com/,"Education, Innovation Management, Social Impact, Software, STEM Education, Virtual Reality","Education, Hardware, Other, Professional Services, Science and Engineering, Software",zSpace offers a system that enables its users to integrate their normal lives with a desktop-based virtual reality system.,"zSpace is a system that integrates into users’ normal lives with desktop virtual reality and allows them to move in and out of zSpace back to the real world. This experience is enabled by a combination of polarized eyewear with high definition stereopsis, integrated head tracking with full-motion parallax, and a precision interactive stylus. The system is focused on the learning market, specifically STEM education, medical instruction, corporate training, research, and design. zSpace was launched in 2007 and headquartered in Sunnyvale, California.",https://www.linkedin.com/company/zspace-3d,,https://twitter.com/zspace,https://www.facebook.com/zSpace3D
Zsolutionz,https://www.crunchbase.com/organization/zsolutionz,http://www.zsolutionz.com/,"Consumer Electronics, Fitness, Health Care, Information Technology, Robotics","Consumer Electronics, Hardware, Health Care, Information Technology, Science and Engineering, Software, Sports",Zsolutionz smarter technology is based on Fuzzy Logic Systems which engages expert human reasoning to achieve optimal solutions,"Zsolutionz smarter technology is based on Fuzzy Logic Systems which engages expert human reasoning to achieve optimal solutions to complex problems, especially in areas where binary thinking falls short. It's a methodology known as 'computing with words'. Not familiar with Fuzzy Logic?  Don't worry. See the video on this webpage which provides a good introduction to the technology. Zsolutionz is currently designing a fuzzy based software platform called Zofie for the next generation of health and fitness. The company is also looking into software applications in other areas such as sports and medical devices. The goals of the company are to evangelized smart technology, make an impact on human kind, and have fun bringing it all together.",,,https://twitter.com/zsolutionz,https://www.facebook.com/zsolutionzllc
Zprepay,https://www.crunchbase.com/organization/zprepay,http://www.zprepay.com/,"Gift Card, Information Technology, Point of Sale, Robotics, Software, Telecommunications","Commerce and Shopping, Financial Services, Hardware, Information Technology, Science and Engineering, Software",Zprepay is an industry leader in Point Of Sale (POS) technology and distribution.,"Zprepay is an industry leader in Point Of Sale (POS) technology and distribution and has been maintaining its secure proprietary network of devices. Zprepay uses the fastcash and passport technology to integrate the pin transaction system. Precomm developed its Pin transaction system to receive simultaneuous transactions from credit card terminals, check conversion terminals, MO terminals, and ATM terminals. ",https://www.linkedin.com/company/zprepay-inc/,,,https://www.facebook.com/ZPrepay/
Zpoken AI,https://www.crunchbase.com/organization/protokol-inc,https://zpoken.ai/,"Artificial Intelligence, Big Data, Biometrics, Business Intelligence, Computer Vision, Intelligent Systems, Machine Learning, Software","Artificial Intelligence, Biotechnology, Data and Analytics, Hardware, Science and Engineering, Software","Data science company, focused on innovative solutions in the cognitive solutions area",Zpoken AI is a data science company that delivers products and services based on the complex of own developed neural networks. Zpoken provides custom on-demand solutions for clients.  Zpoken AI focuses on computer vision and speech recognition/analytics solutions.,https://www.linkedin.com/company/zpokenai/,,,
"ZPE Systems, Inc.",https://www.crunchbase.com/organization/zpe-systems-inc-,http://www.zpesystems.com/,"Hardware, Information Technology, Infrastructure, Software","Hardware, Information Technology, Other, Software",ZPE Systems is a provider of software defined infrastructure in addition to traditional hardware infrastructure.,"ZPE Systems, Inc. is a provider of software defined infrastructure in addition to traditional hardware infrastructure. Its NodeGrid Manager software simplifies day zero deployment, configuration, access and control of in-band and out-of-band compute, network, storage, and power physical and virtual infrastructures. ZPE Systems, Inc. was founded in 2013 and is based in Fremont, California.",http://www.linkedin.com/company/3544488,,http://twitter.com/ZPESystems,http://www.facebook.com/zpesystems
ZorroSign,https://www.crunchbase.com/organization/zorrosign,https://www.zorrosign.com,"Computer, Software","Consumer Electronics, Hardware, Software","ZorroSign is the developer of the ZorroSign unified platform, a complete Digital Transaction Management (DTM) solution.","Back. in the 90’s, one of our co-founders introduced an innovative new technology – electronic signature. Government agencies and companies that you are very familiar with such as DMV, USPS, UPS, a number of Federated Department Stores, American Express, to name a few, continue to benefit from this technology. The electronic signature also served as a key technology component when President Bill Clinton signed the Electronic Signatures in Global and National Commerce Act, also known as the “Millennium Digital Commerce Act” and the “E-SIGN bill” on June 30, 2000. In 2015, ZorroSign was born to use the electronic signature technology to create a unified platform of complete advanced Digital Transaction Management (DTM) Solution. The idea is to provide a highly secure, flexible, seamless, and robust solution to support end-to-end flow of document signature ceremonies for any situation, any industry, any department – for signatories located anywhere and using any device. ZorroSign DTM takes the electronic signature to the next echelon and we will continue to earn your trust.",https://www.linkedin.com/company/zorrosign-inc.,,https://twitter.com/ZorroSign,https://www.facebook.com/ZorroSign
Zorch Software,https://www.crunchbase.com/organization/zorch-software,https://www.zorchsoftware.com,"Computer, Software","Consumer Electronics, Hardware, Software","Zorch Software is a Provider of advanced software, services, and consulting to biotech, pharmaceutical, and medical device companies.","Provider of advanced software, services, and consulting to biotech, pharmaceutical, and medical device companies. The company also offers organizational readiness and performance monitoring solutions.",,,,
Zorachka Inc.,https://www.crunchbase.com/organization/zorachka-ltd,https://zorachka.com,"Consumer Electronics, Hardware, Internet of Things, Smart Home, Software, Video Streaming","Consumer Electronics, Content and Publishing, Hardware, Internet Services, Media and Entertainment, Real Estate, Software, Video",Zorachka is an innovator of disruptive technologies.,"Zorachka Inc. makes tech, makes products, makes fun.",https://www.linkedin.com/company/zorachka,,http://twitter.com/zorachka_co,https://www.facebook.com/zorachka.co
zooxoos,https://www.crunchbase.com/organization/zooxoos,https://zooxoos.com,"Computer, Software","Consumer Electronics, Hardware, Software",zooxoos,"Three years ago they started with the vision to create a website builder that would bring unlimited flexibility with unparalleled control to anyone who wanted to build an online presence. Along the way they realized that a content management system that was built with future of the web in mind would play a significant role in streamlining this online presence, so they shifted gears.",https://www.linkedin.com/company-beta/5181605,,https://twitter.com/zooxoos,https://www.facebook.com/pg/zooxoos
Zoox,https://www.crunchbase.com/organization/zoox,https://www.zoox.com/,"Autonomous Vehicles, Robotics, Transportation","Hardware, Science and Engineering, Software, Transportation",Zoox is an AI robotics company that provides mobility as-a-service and self-driving car services.,"Zoox is a California based robotics company founded by Tim Kentley-Klay and Dr. Jesse Levinson to create autonomous mobility. Operating at the intersection of design, computer science, and electro-mechanical engineering, Zoox is a multidisciplinary team working to imagine and build an advanced mobility experience that will support the future needs of urban mobility for both people and the environment.",https://www.linkedin.com/company/zoox-inc/,Exited Unicorn,https://www.twitter.com/zoox,https://www.facebook.com/zooxlife/
Zoomusa,https://www.crunchbase.com/organization/zoomusa,http://www.izoomusa.com,"E-Commerce, Information Technology, Robotics, Software","Commerce and Shopping, Hardware, Information Technology, Science and Engineering, Software","Zoomusa has been in business since early 2004. we stock new, open box and refurbished computers, laptops, monitors, printers, digital","Zoomusa has been in business since early 2004. we  stock  new, open box and refurbished  computers, laptops, monitors, printers, digital cameras, software, TVs, MP3 Players & more. Most orders are shipped the same business day. Buy with confidence -your satisfaction is guaranteed!",,,,
ZoomSystems,https://www.crunchbase.com/organization/zoomsystems,http://www.zoomsystems.com,"Hardware, Retail, Software","Commerce and Shopping, Hardware, Software","ZoomSystems is the global leader in automated retail, providing an end-to-end solution including hardware, software and managed services.","ZoomSystems is the global leader in the automated retail industry. Founded in 2002, ZoomSystems develops and operates a valuable, unattended point-of-sale solution for brands and retailers. Its in-store and satellite retail units include integrated hardware, software and managed services to deliver a product from manufacturer to consumer, helping brands increase sales, expand market reach and enhance the consumer experience.   The ZoomShop network has grown to more than 1,500 locations in airports, malls, resorts, military bases and retail stores across the US, Canada, Europe and Japan. Top brand and retail partners include Best Buy, Nespresso, Proactiv, Amazon, Essie, Benefit Cosmetics and Albertsons.   ZoomSystems is based in San Francisco, CA and investors include Sierra Ventures, Goldman Sachs, Starfish Ventures and NeoCarta Ventures.",http://www.linkedin.com/company/zoomsystems,,http://twitter.com/ZoomSystems,https://www.facebook.com/pages/ZoomSystems/156555471034295
Zoombak,https://www.crunchbase.com/organization/zoombak,http://www.zoombak.com,"Hardware, Software","Hardware, Software",Zoombak is a company that offers electronic monitoring and GPS tracking.,"Zoombak LLC, develops and markets advanced products and technologies that keep people connected to the people and things that really matter. Zoombak's compact, assisted (A-GPS) locator system employs satellite-enabled GPS and a location network server to track teen and senior drivers, recover stolen vehicles, and find lost pets, among other purposes. The Company also offers the Zoombak GPS Recovery portfolio of products to the auto dealer channel. Zoombak GPS Recovery allows for the tracking and recovery of stolen cars and the protection of auto dealer assets. A U.S.-based company, Zoombak is a privately held subsidiary of Liberty Media, which owns a broad range of electronic retailing, media, communications and entertainment businesses.",,,,
Zoom,https://www.crunchbase.com/organization/zoom-video-communications,http://zoom.us,"Cloud Computing, Collaboration, Enterprise Software, Information Technology, Messaging, SaaS, Software, Video Conferencing","Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Other, Software","Zoom is a software company that offers a communications platform that connects people through video, voice, chat, and content sharing.","Zoom is a software company that offers a communications platform that connects people through video, voice, chat, and content sharing. It has an easy, reliable cloud platform for video and audio conferencing, collaboration, chat, and webinars across mobile devices, desktops, telephones, and room systems.  Zoom unifies cloud video conferencing, simple online meetings, and group messaging into one easy-to-use platform. The company's mission is to create a people-centric cloud service that transforms the real-time collaboration experience and improves the quality and effectiveness of communications. Zoom was founded in 2011 and is headquartered in San Jose, California, United States.",http://www.linkedin.com/company/2532259,Exited Unicorn,http://twitter.com/zoom_us,https://www.facebook.com/zoomvideocommunications
Zookroof,https://www.crunchbase.com/organization/zookroof,,"Hardware, Internet, iOS, Mobile, Robotics, Software","Hardware, Internet Services, Mobile, Platforms, Science and Engineering, Software",Technology,"Zookroof Inc is a Santa Monica based IT services company that specializes in developing various innovative mobile applications. The three founders of Zookroof Inc are students from Santa Monica College. Our Company is associated with Collegium LLC which develops a smartphone-based web app called ""Collegium.io"" that will allow students to network, find a tutor, sell/buy books, find information about campus, social-trade, and events finder Currently, Zookroof Inc develops ""Velox"" an iPhone app for Santa Monica College cafetaria that allows students to order and purchase their foods through their phone.",,,,
Zookaware,https://www.crunchbase.com/organization/zookaware,https://zookaware.com/,"Computer, Security, Software","Consumer Electronics, Hardware, Privacy and Security, Software","Zookaware is a cleaning software that removes all the spyware, unwanted programs, junk files, registry errors, and tracking cookies.","Zookaware is a cleaning software that removes all the spyware, unwanted programs, junk files, registry errors, and tracking cookies. In 2004 Zookaware launched antispyware software SpyZooka.com (Spyware + Bazooka) with a 100% spyware removal guarantee. SpyZooka won over 100 5 star awards. The customers worldwide love their spyware-free computers. In 2016 SpyZooka evolved into ZookaWare PC Cleaner. It removes spyware and optimizes the PC simultaneously. They are based in Anchorage, Alaska.",https://www.linkedin.com/company/zookaware/,,https://twitter.com/zookaware,https://www.facebook.com/zookaware
Zontec SPC Software,https://www.crunchbase.com/organization/zontec-spc-software,https://www.zontec-spc.com,"Aerospace, Automotive, Consumer Goods, Electronics, Food and Beverage, Industrial Automation, Industrial Manufacturing, Internet of Things, Manufacturing, Paper Manufacturing, Pharmaceutical, Plastics and Rubber Manufacturing, Quality Assurance, Software","Consumer Electronics, Consumer Goods, Food and Beverage, Hardware, Health Care, Internet Services, Manufacturing, Professional Services, Science and Engineering, Software, Transportation",Statistical Process Control (SPC) Software for Manufacturers Worldwide,"Zontec® is the leading provider of powerful, easy-to-use Statistical Process Control (SPC) software for manufacturers worldwide. Innovative Synergy SPC® software products automate quality data collection and analysis during the manufacturing process, allowing you to make real-time process improvement decisions. You will reduce cost and risk as you improve your process and make repeatable, reliable products using SynergySPC. You get a scalable SPC solution that fits into manufacturing automation, hardwired (also called semi-automatic) and manual data entry to fit any circumstance. Our fast, one-click access and unique one-screen environment will help you take your quality program to the next level.",https://www.linkedin.com/company/zontec-inc-/,,https://twitter.com/ZontecSPC,
