Organization Name,Organization Name URL,Website,Industries,Industry Groups,Description,Full Description,LinkedIn,Hub Tags,Twitter,Facebook
Your Active Worlde LLC,https://www.crunchbase.com/organization/your-active-world-yaw,http://www.youractiveworld.com,"Event Management, Internet, Recreation, Software","Events, Internet Services, Media and Entertainment, Software, Sports",Highlight To Potential Investors,"HIGHLIGHT TO POTENTIAL INVESTORS: We were guest speakers a few months ago at the Florida Park & Recreation Annual Convention to discuss the Convergence of Online Registration and Social Networks. WHY? We are taking Social & Community-Centricity to a new awareness. We build fun for our end-users to engage them more frequently & longer to upload pictures and videos, comment and share and create a Scrapbook, manage their Profiles and follow it all through My Events Room.     Our raise is $600,000 for a minority interest. Use of funds: sales & marketing.  We have a great story, conservative, steady and growth. We ask for a few minutes of your time so you know why you should invest in us!    Your Active World LLC (“YAW”) is disrupting the current software programs used for Online Registration and Event Management. We offer a feature rich program that is very affordable, regardless of the number of potential registrants. YAW’s patent pending technologies targets business, Park & Recreation Departments, Churches, Foundations, Communities, and even the Registrants through its social interaction content. We were selected to host a session at the Florida Park & Recreation Convention on September 2, 2015, in Orland FL to discuss the “Convergence of Online Registration & our new Social environment.” YAW promotes Community interaction in a socially responsible and inclusive online environment.   Business Model: build a targeted member base of individuals leading an active life style, and/or following family and friends whom do, and being paid to do so through its Event Registration fees. In addition, YAW will offer e-commerce and advertising opportunities and provide a revenue share to its Clients.   Technology: Microsoft SQL, Amazon Hosting Services, Stripe CC processing services",,,,
Youpooly Corp.,https://www.crunchbase.com/organization/youpooly,https://youpooly.com,"Apps, Event Management, Events, Marketplace","Apps, Commerce and Shopping, Events, Media and Entertainment, Software","Youpooly is a community marketplace for people to publish, discover and access private events around the world.","Youpooly is an app based community marketplace for people to publish, discover and access private events around the world.",https://www.linkedin.com/company/youpooly-gmbh,,https://twitter.com/youpooly,http://facebook.com/youpooly
YouGift,https://www.crunchbase.com/organization/yougift,http://www.yougift.com,"Apps, Events, Gift Card, Psychology, Social Media","Apps, Commerce and Shopping, Events, Financial Services, Health Care, Internet Services, Media and Entertainment, Software",YouGift is an iPhone and iPad application that connects with Facebook and helps users send greetings and gifts to others.,The YouGift team has been hard at work working creating an amazing YouGift iPhone and iPad app.,,,http://twitter.com/yougift,
Yestime,https://www.crunchbase.com/organization/yestime,http://yestime.com/,"E-Commerce, Events, Internet, Machine Learning, Mobile","Artificial Intelligence, Commerce and Shopping, Data and Analytics, Events, Internet Services, Media and Entertainment, Mobile, Software",Yestime is building software connecting on-line platforms to off-line experiences from shopping to venues and/or events.,"YesTime develops a smart, machine learning technology for smarter events support and curation.",https://www.linkedin.com/company/yestime,,,
YEStaurants,https://www.crunchbase.com/organization/yestaurants,https://www.yestaurants.com/,"Apps, Food and Beverage, Mobile Apps, Reservations, Restaurants","Apps, Events, Food and Beverage, Media and Entertainment, Mobile, Software",YEStaurants is a food-ordering app that connects users to local restaurants.,"YEStaurants is a food-ordering app that connects users to local restaurants. The app makes carryout or dine-in table ready, the food is ready when consumers arrive. Aside from the convenience of consumers, it also allows them to discover new restaurants. It also helps local restaurants to increase their profitability. YEStaurants was founded in 2017 and is based in Iowa.",https://www.linkedin.com/company/yestaurants/about/,,https://twitter.com/yestaurants,https://www.facebook.com/YEStaurants/
YesEvents,https://www.crunchbase.com/organization/yesevents,http://www.yesevents.com,"Career Planning, Events, Software","Events, Media and Entertainment, Professional Services, Software","YesEvents is a software company dealing in software development, Event Management etc.","YesEvents provides full-service registration services to include web form development, attendee support, online registration, offline registration, merchant services and onsite management.",,,https://www.twitter.com/yesevents31,https://www.facebook.com/yeseventsregistration
YapTime,https://www.crunchbase.com/organization/yaptime,http://www.yaptime.com,"Communities, Content, Events, Messaging, Online Portals, Software, Video","Community and Lifestyle, Events, Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications, Software, Video","YapTime is an online portal that enables users to share content, plan events using group calendars, and converse in private chat rooms.","YapTime is a place where the important Groups of people in your life can gather; share comments on photos and videos, plan events using a group calendar, and having meaningful group conversations in private YapRooms.",,,http://twitter.com/yaptime,
YapJoy Inc.,https://www.crunchbase.com/organization/yapjoy-inc-,http://www.yapjoy.com,"Analytics, Event Management, Machine Learning, SaaS","Artificial Intelligence, Data and Analytics, Events, Media and Entertainment, Software",Industry’s Only Intelligent Wedding Planning Automation Platform Powered by Data Analytics and Machine Learning,"YapJoy - World’s Only Intelligent Engagement Automation Platform, is revolutionizing the way engaged couples plan their wedding. YapJoy’s highly personalized recommendation engine (Powered by Big Data Analytics and Machine Learning Algorithms) seamlessly connects users with the wedding professionals. YapJoy lets users engage, collaborate and share ideas with their friends and family, opening up more possibilities for them and more business for the wedding professionals.",,,https://www.twitter.com/yapjoyinc,https://www.facebook.com/yapjoyinc
XRL,https://www.crunchbase.com/organization/xrl,https://www.xrl.one,"Augmented Reality, Digital Entertainment, Electric Vehicle, Events, Gamification, Media and Entertainment, Racing, Sports, Video Games, Virtual Reality","Events, Gaming, Hardware, Media and Entertainment, Software, Sports, Transportation",Sports League,XRL is a next-gen sports entertainment and media company.,https://www.linkedin.com/company/xrlchampionship,,https://www.twitter.com/xrlchampionship,https://www.facebook.com/xrlchampionship
Xoowee,https://www.crunchbase.com/organization/xoowee-2cac,https://www.xoowee.com,"Event Management, Events, SaaS, Software, Trade Shows","Administrative Services, Events, Media and Entertainment, Software",Events as a Service - EaaS / SaaS,"Our motive is to help and alleviate reluctant sales prospecting with a customer facing and sales ROI event, trade-show, or summit. Xoowee specializes in Events as a Service providing event blueprinting for SMB clients in any B2B vertical.  Our purpose is to create a sales experience for our clients and make them feel like the ""big guys"" planning an event from beginning to execution and providing an analytical data post-playbook. Our Xoowee Team provides: Blueprinting your event appetite from an Events as a Service perspective.  Focusing 100% on capturing Sales through events. Proprietary software to capture your customized data from your attending clients. ""Events that create Sales Happiness"" powered by Xoowee.",https://www.linkedin.com/company/xoowee/,,https://twitter.com/xoowee,https://www.facebook.com/xoowee.sharks/
"XO Group, Inc.",https://www.crunchbase.com/organization/xo-group,http://www.xogroupinc.com,"Apps, Baby, Lifestyle, Local Advertising, Marketplace, Wedding","Advertising, Apps, Commerce and Shopping, Community and Lifestyle, Events, Sales and Marketing, Software","XO Group helps people navigate and truly enjoy life’s biggest moments together with its brands The Knot, The Nest, The Bump and GigMasters.","XO Group helps people navigate and truly enjoy life’s biggest moments together. The company’s multi-platform brands guide couples through transformative life stages—from getting married, to moving in together and having a baby—and include The Knot (the #1 wedding planning resource), The Nest (the hip guide to all things home for new couples), The Bump (a leading pregnancy and parenting brand)  and GigMasters (a leading event marketplace). The company is publicly listed on the New York Stock Exchange (XOXO) and is headquartered in New York City.",http://www.linkedin.com/company/xo-group-inc-,,http://twitter.com/xogroupinc,https://www.facebook.com/XOGroupInc/
XLAB Realtime,https://www.crunchbase.com/organization/xlab-realtime,http://xlabrealtime.com/,"Advertising, Events, Social Media, Software, Video","Advertising, Events, Internet Services, Media and Entertainment, Sales and Marketing, Software, Video","Provide cutting edge technology solutions in immersive presentation design, video mapping, interactive apps, virtual reality.","XLAB Realtime is a global creative agency bringing your visions to life through inventive use of state-of-the-art technological solutions. With representation in Dubai, New York and Prague we push global boundaries of innovation making experiences that last forever. From 3D presentations, projection mapping, conferences of Fortune 500 companies, product launches, real-time live events, graphics for TVs and sport venues, all the way to VR and AR applications and holographic projections. With over 20 years of experience, we have always been a trendsetter in creating new amazing experiences for our clients and their audiences. ",https://www.linkedin.com/company/xlab-realtime/,,https://twitter.com/@xlabrealtime,https://www.facebook.com/pg/xlabrealtimellc
XCINEX,https://www.crunchbase.com/organization/xcinex,http://www.xcinex.com/,"Big Data, Computer Vision, E-Commerce, Film, Machine Learning, Marketplace, SaaS, Software, Ticketing, Video Streaming","Artificial Intelligence, Commerce and Shopping, Content and Publishing, Data and Analytics, Events, Hardware, Media and Entertainment, Software, Video","HaaS, SaaS, Data, AI, Machine Vision, Marketplace, Streaming, Media, Entertainment, Advertising, Market Research, Ecommerce, eSports,","XCINEX is an SF-based startup developing VENUE, a technology that redefines premium home entertainment. Connect VENUE hardware to your TV and access new ticketed releases, video calling, gaming, shopping, and more from one device. Explore a robust digital marketplace and build new social connections with artists and fans alike without having to leave your couch. VENUE uses AI to generate per-person tickets and stream ticketed content directly to the TV, turning your home into a micro-venue with exclusive access to movies and entertainment playing in theaters and other physical locations.",https://www.linkedin.com/company/xcinex,,https://www.twitter.com/xcinextm,https://www.facebook.com/xcinex
WTMove,https://www.crunchbase.com/organization/wtmove,https://www.whatsthemove.org/,"Apps, Digital Entertainment, Internet, Mobile, Mobile Apps, Nightlife, Social Media, Software","Apps, Events, Internet Services, Media and Entertainment, Mobile, Software",Mobile Social Media App with a FinTech POS service in the nightlife industry,"A nightlife industry mobile application focused on improving the nightlife experiences anyone goes through. The Snapchat and TripAdvisor for young college students and other party-goers with the Uber FinTech POS concept integrated. Our map solution that provides users with the opportunity to see information on all of the nightlife establishments around them, while also providing users the chance to see all of their friends around them. This killer feature, alongside all of the information WTMove provides its users about their night experiences, such as live-updated statistics and club ratings, makes this solution the next nightlife digital app market leader. With the user-friendly chats for communication with in-app friends, venues, and other individuals of interest, our social media app is truly unique! Thanks to the nightlife establishments being our partners, we provide our nightlife fans, the users, with the opportunity to pay through the app and enter the nightlife establishments! Now, users are not required to carry their wallets with them! FinTech, Social Media, In-App Advertising, 3 channels of income (POS Transaction Commission, In-App Advertising, User Data).",https://www.linkedin.com/company/what-s-the-move/,,,https://www.facebook.com/Whats-The-Move-108214644251298
Wremia,https://www.crunchbase.com/organization/wremia,https://www.wremia.com/,"Accounting, Analytics, Collaboration, Event Management, Freelance, Information Technology, Project Management, SaaS, Software, Task Management","Administrative Services, Data and Analytics, Events, Financial Services, Information Technology, Media and Entertainment, Other, Professional Services, Software",Your Data-Driven Online Project Management Solution,"Wremia is data-driven online project management software that increases your productivity and visibility over your teams, projects and tasks. Our tools give you clear financial insights, let you collaborate your team, create online forms and surveys and automated bookkeeping.",https://www.linkedin.com/company/wremia,,https://twitter.com/wremiacom,https://facebook.com/wremia
Worldly Developments,https://www.crunchbase.com/organization/worldly-developments,http://worldlydevelopments.com,"Events, Local, Mobile, Real Time, Software","Events, Media and Entertainment, Mobile, Other, Sales and Marketing, Software",Worldly Developments is a software development team focused on designing social web applications.,Worldly Developments is a software development team in San Francisco with a focus on designing social web applications. They are best known for creating the social event discovery service Plancast.,,,http://twitter.com/plancast,
Wooventure,https://www.crunchbase.com/organization/wooventure,http://www.Wooventure.com,"Adventure Travel, Apps, Events, Internet, iOS, Local, Mobile, Private Social Networking, Social Media","Apps, Community and Lifestyle, Events, Internet Services, Media and Entertainment, Mobile, Platforms, Sales and Marketing, Software, Travel and Tourism",Local Event Finder,Wooventure is a local event finder.  Wooventure inspires adventures one event at a time. Wooventure is a company that aims to bridge the gap between technology and society. We strive to help people utilize technology to facilitate social activity instead of using it to replace actual social interactions.,,,,
Wonderful Union,https://www.crunchbase.com/organization/ground-ctrl-llc,http://www.wonderfulunion.com,"Advertising, CRM, Music, Social Media, Ticketing, Web Development","Advertising, Events, Information Technology, Internet Services, Media and Entertainment, Music and Audio, Sales and Marketing, Software","Wonderful Union (formerly ground ctrl) develops and executes promotions, creative contests, brand sponsorships and engaging advertisements.","At Wonderful Union, we specialize in providing premium level fan engagement experiences. Our customers are fans of the biggest names in the world of music. We build websites for artists, and offer services including fan-club management, d2c merchandising, ticketing, and vip packages. For more information about us, please check out our website.",,,http://twitter.com/wonderfulunion,http://facebook.com/wonderfulunion.com
wimZr,https://www.crunchbase.com/organization/wimzr,http://www.wimzr.com,"Events, Mobile Apps, Music","Apps, Events, Media and Entertainment, Mobile, Music and Audio, Software",Connects people prior to arriving at events and destinations worldwide!,"wimZr is a mobile application that allows people to connect with one another days, weeks, even months prior to arriving at sporting events, music festivals, business conferences, travel destinations , concerts, including Sacramento Republic matches! People can connect with everyone going to a specific event in open forums and in a one-on-one setting. At wimZr, we believe it is who you are with versus where you are going that creates memories for the rest of your life!",,,,
Wildfire,https://www.crunchbase.com/organization/wildfire-5,https://www.spreadwildfire.com,"Consumer Applications, Employee Benefits, Enterprise Applications, Enterprise Software, Event Management, Logistics, SaaS, Social Media Marketing","Administrative Services, Apps, Events, Health Care, Media and Entertainment, Sales and Marketing, Software, Transportation","Wildfire simplifies volunteering and brings us all together for easy, actionable volunteering. Schedule, volunteer, report, repeat.","We are a mission-based social venture dedicated to making it easier to volunteer.  We serve companies and organizations who are seeking to create a thriving staff culture of volunteership. Our service consists of a web-based app combined with a dedicated account manager. Together, this is a highly effective system that offers professional partner services including networking, connection, logistics, administration, reporting, and social media engagment- all the things that it takes to administer a successful volunteer program at your company or organization. Your team wants to volunteer. Organizations need volunteer help. Why isn't this easy? It is now. Wildfire simplifies volunteering and brings us all together for easy, actionable volunteering. We'll volunteer more than ever before - without overloading your already busy schedule. ",https://www.linkedin.com/company/spreadwildfire/,,,https://www.facebook.com/S.Wildfire/
Wikkit LLC,https://www.crunchbase.com/organization/wikkit-llc,http://www.wikkit.com,"Events, Messaging, Mobile, QR Codes, Ticketing, Wireless","Events, Hardware, Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications, Mobile, Software","Wikkit is a unified mobile platform offering event ticketing, social networking, and gaming services.","Wikkit is a unified platform combining event ticketing, social networking and social gaming in one. With Wikkit, users are able to create wireless event tickets which are sent to customers via email and/or text message.  Wikkits are then validated at events with the company's free iPhone or Droid application and points are awarded based on the number of events attended. The company plans to release a Blackberry app in October 2010.",,,http://twitter.com/WikkitWikkit,
WideAngle Technologies,https://www.crunchbase.com/organization/wideangle-technologies,http://dead.atyourage.com,"Email, Enterprise Software, Events, Software","Events, Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications, Software",WideAngle Technologies operates DeadAtYourAge.com allowing users to post comments on interesting events and subscribe to email or RSS feeds.,"WideAngle Technologies Inc. develops Internet applications that explore how lives intersect in interesting and unexpected ways. It operates Dead.AtYourAge.com that allows users to register and post comments; and subscribe to email updates or RSS feeds, which congratulate with the news when the users outlive somebody interesting. The company was formerly known as Intersect PTP, Inc. and changed its name to WideAngle Technologies Inc. in August 2009.The company was incorporated in 2008 and is based in Seattle, Washington.",,,,
Whindo,https://www.crunchbase.com/organization/whindo,http://www.whindo.com,"Events, Software","Events, Media and Entertainment, Software",Online Event Registration Software,"Whindo is an online solution that enables event organizers to build a promotional event website, send email invitations, securely collect ticket fees, and manage attendees.",http://www.linkedin.com/company/whindo,,http://twitter.com/ticketwhindo,http://www.facebook.com/ticketwhindo
Wheedle,https://www.crunchbase.com/organization/wheedle,http://WheedleApp.com,"Augmented Reality, Facial Recognition, Hospitality, Ticketing","Data and Analytics, Events, Hardware, Media and Entertainment, Software, Travel and Tourism",Creating seamless experiences for the event industry using facial recognition and augmented reality,"Creating seamless event experiences utilizing A.I. and A.R. technology. Wheedle uses facial recognition to completely replace paper and digital tickets by making attendees faces bar codes. Being that we are mobile first, it lets event organizers create, sell, and manage ticketed events right from their phone. Created by event organizers, Wheedle has an extremely intuitive and simplified UI / UX to allow anyone, anywhere to create and share events.",https://www.linkedin.com/company/wheedleapp,,https://twitter.com/wheedleapp,https://www.facebook.com/WheedleApp
Whawhee,https://www.crunchbase.com/organization/whawhee,http://www.whawhee.com,"Apps, Communities, Event Management, Location Based Services, Mobile, Public Relations, Social Media","Apps, Community and Lifestyle, Data and Analytics, Events, Internet Services, Media and Entertainment, Mobile, Navigation and Mapping, Sales and Marketing, Software",Whawhee is a location-specific social media platform that allows you to browse and share information about your favorite interests.,"Whawhee is an activity based social media platform. Our passions define who we are.  But it is through shared experiences that these passions come to life.   This is why we created Whawhee.com – a revolutionary social media platform that connects you with nearby users who share your goals and interests.   Browse by location-specific events, advice, and hobbies to begin building a community of passionate enthusiasts who enjoy doing the same things you do.",,,http://twitter.com/whawheee,https://www.facebook.com/whawhee
WhaToDo,https://www.crunchbase.com/organization/whatodo,http://www.whatodo.com/,"Leisure, Mobile Apps, Ticketing","Apps, Community and Lifestyle, Events, Media and Entertainment, Mobile, Software","Get your tickets on the go, skip the lines and start saving on thousands of travel activities","WhaToDo is the best way to book activities and/or airport transfers without ever setting foot in line. The WhaToDo app gives you access to thousands of activities in over 1,000 destinations around the world, helping you to quickly and easily plan a vacation in advance or think up a spontaneous day of fun.",,,https://twitter.com/Whatodotweets,https://www.facebook.com/Whatodo-1537779676543009/timeline
WeThinkItMatters,https://www.crunchbase.com/organization/wethinkitmatters-inc,http://WeThinkItMattersInc.com,"Advertising, Communities, Event Management, Marketing, Software","Advertising, Community and Lifestyle, Events, Media and Entertainment, Sales and Marketing, Software",WeThinkItMatters creates marketing campaigns that help businesses communicate CSR and make a difference in the community.,"WeThinkItMatters creates marketing campaigns that help businesses communicate CSR and make a difference in the community. WeThinkItMatis offers brand advocacy, impactful media, and marketing consultancy. The company is an agency of individuals using their skills and passions to create life-changing media and web applications that help that make a difference for businesses and their communities. WeThinkItMatters' media and marketing software are designed to benefit businesses, their customers, and the communities they serve. Its empowering, uplifting, inspiring, and yields significant return on investment, and leaves a lasting impact. The company is the forefront of cause-related and cause-integrated inbound marketing, seamlessly connecting people and businesses in a manner that creates brand loyalty and goodwill between businesses and consumers. Stand out as a company that cares about the community. Cause-related marketing yields better returns for businesses and communities. WeThinkItMatters is a comprehensive community giving plan. We partner with nonprofit organizations giving them access to our media platforms as a means to raise awareness and funds. 50% of the proceeds from all its corporate sales go to benefit the nonprofits we partner with, and to support social entrepreneurs. Our plan allows for greater growth of our giving in the future.",http://www.linkedin.com/company/wethinkitmatters-inc,Pledge 1%,https://www.twitter.com/wtim_inc,http://www.facebook.com/WeThinkItMattersInc
WeLo App,https://www.crunchbase.com/organization/welo-app,http://www.theweloapp.com,"Animation, Event Promotion, Events, Messaging, Mobile Apps, Social Media","Apps, Events, Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications, Mobile, Software, Video",Mobile App,Welcome to WeLo... A better social future. We’re improving the way you plan with friends OR plan for yourself. We’re bringing you a real-time view of your network which starts with privacy and ends with relevancy.,,,,https://www.facebook.com/weloapp2019/
WeLens,https://www.crunchbase.com/organization/welens,https://www.welens.com,"Events, Virtual Reality","Events, Hardware, Media and Entertainment, Software",WeLens provides a seamless VR solution that is ideal for live events.,"WeLens helped take out all the complexity of hosting a VR experience at our trade show booth. All we had to do was provide the content and they took care of the rest, helping us drive a record amount of booth traffic and leads.",https://www.linkedin.com/company/welens/about/,,https://twitter.com/WeLensVR,
Welcome,https://www.crunchbase.com/organization/welcome-inc,https://www.experiencewelcome.com/,"Events, Information Technology, Internet, Software","Events, Information Technology, Internet Services, Media and Entertainment, Software",Welcome creates jaw-dropping virtual events.,Welcome creates jaw-dropping virtual events.,https://www.linkedin.com/company/createonwelcome/,,https://twitter.com/createonwelcome,
Wedy,https://www.crunchbase.com/organization/wedy-inc,https://www.wedyapp.com/,"CRM, E-Commerce, Event Management, Internet, Marketplace, SaaS, Social Network, Wedding","Commerce and Shopping, Community and Lifestyle, Events, Information Technology, Internet Services, Media and Entertainment, Sales and Marketing, Software","Wedding services easily bookable - anytime, anywhere.","Wedy powers the business of weddings. It is a marketplace that allows engaged couples to find wedding professionals, book their services and finance their wedding with ease. The platform ties together the discovery and booking experience with its streamlined suite of business management tools for wedding pros.   The company is on a mission to simplify growth for millions of creative entrepreneurs in the Wedding Biz.  Wedy was established in 2019 and is based in Austin, Texas.",https://www.linkedin.com/company/wedy-inc,,,https://www.facebook.com/wedyapp/
