Organization Name,Organization Name URL,Website,Industries,Industry Groups,Description,Full Description,LinkedIn,Hub Tags,Twitter,Facebook
4 AM Midstream,https://www.crunchbase.com/organization/4-am-midstream,http://www.4amincorp.com/index.html,"Asset Management, Oil and Gas","Energy, Financial Services, Natural Resources","4AM Midstream is an asset management company that acquires, develops, owns and operates midstream pipeline assets.","4AM Midstream owns, operates, builds and acquires natural gas and midstream infrastructure assets. They place the safety of their associates, clients, the communities in which they operate and the environment as their number one core value. The 4AM Midstream team has experience in midstream as well as in production field operations. This diversity ensures that their midstream systems provide their producers with optimum well output. In every facet of their business, they remain committed to their mission and values of safety, integrity, reliability and excellence.",https://www.linkedin.com/company/4am-midstream/,,https://twitter.com/4AMMidstream,https://www.facebook.com/4AMMidstream/
42U Data Center Engineering,https://www.crunchbase.com/organization/42u-data-center-services,http://www.42u.com,"Consulting, Energy, Energy Efficiency","Energy, Professional Services, Sustainability",42U Data Center Engineering is a data center infrastructure and management solutions provider.,"Since 1995, 42U Data Center Services has been providing data center efficiency solutions for data center and facilities managers including cooling and power infrastructure, best-practice advice, and other energy efficiency technology solutions.   42U's team of technology specialists provide unbiased, independent, energy efficiency consulting and solutions. 42U has deep energy efficiency and technical expertise in data center infrastructure systems, including cooling, enclosures, management, monitoring and power. Partnering with leading data center infrastructure equipment manufacturers, 42U provides best-practice-based consulting and products for data center builds, expansions and consolidations. Since 1995, a majority of the Fortune 500 companies have engaged 42U to resolve their data center challenges and improve data center efficiency.",https://www.linkedin.com/company/42u,,http://twitter.com/42U,https://www.facebook.com/42usolutions
4C2 Electrical Associates,https://www.crunchbase.com/organization/4c2-electrical-associates,https://www.4c2electrical.com/,"Electrical Distribution, Electronics, Industrial","Consumer Electronics, Energy, Hardware, Manufacturing",4C2 Electrical Associates installs and maintains electrical systems for industrial facilities.,"Maintain or modernize your building with electrical work from 4C2 Electrical Associates. Our electrical contractors specialize in installation and maintenance services for industrial facilities. We're based in Dallas, Texas, but serve areas throughout the state. Contact us today for details.",,,,
4D Energetics,https://www.crunchbase.com/organization/4d-energetics,http://4denergetics.com,"Energy, Energy Storage, Enterprise Software","Energy, Software",4D Energetics develops stationary energy storage based on adsorption batteries.,"4D Energetics, Inc (California Corporation) was established in 2010 in Menlo Park, California.   Company develops stationary energy storage based on adsorption batteries. Technology is protected by two US patents. Company operates a 2000 sq. ft. manufacturing and laboratory facility in Menlo Park In 2011 Company received seed funding in the amount of $1.16 million on pre-money valuation of $2.5 million from venture capital firm Bright Capital. Pilot production of full-scale battery electrodes was successfully completed.  Batteries have been tested internally and independently at Sandia National Laboratory.  Company established partnership with two system integrators MegaBess (Korea) and Raytheon (USA), which have extensive network of customers and supply energy storage products with capacities from 1 kW-h to 1 MW-h and with suppliers of solar and wind generators, (Sea Breeze Power, Canada and IT Solar Systems, USA). ATS Automation (designer of facility for producing automotive batteries for Chevy Volt) was selected as a designer and manufacturer of mass production line.   Round A financing will be used to start manufacturing and sales of stand alone energy storage systems with capacity from 1 to 100 kW-h for off-grid and micro-grid customers.",,,,
4Home,https://www.crunchbase.com/organization/4home,http://www.4home.com,"Automotive, Clean Energy, Cloud Computing, Internet, Software, Wireless","Energy, Hardware, Internet Services, Mobile, Software, Sustainability, Transportation",4Home offers an XML-based software and services platform that enables OEMs to deliver applications and services to the connected home.,"4Home has developed an XML-based software and services platform that OEM hardware vendors and service providers can use to deliver compelling applications and services into the connected home. 4Home's suite of solutions allows users to automate almost any application they want: remotely monitor their homes, get Web-based content on the TV, control home systems from their mobile phones, control all home devices and digital media in one unified user-interface, and track their home energy usage down to the device level.  The company feels that ""home control services"" are the next suite of services to be offered by major broadband providers (after the trifecta of voice, video, and data), and consists of home monitoring, media & entertainment management, home health, and energy management. 4Home received five CES 2008 Innovation awards.",,,,
4Refuel,https://www.crunchbase.com/organization/4refuel,http://www.4Refuel.com,"Energy, Fuel, Oil and Gas","Energy, Natural Resources",4Refuel is the Leader in On-Site Fuel Delivery.,"4Refuel pioneered the Mobile On-site Refueling (MOR) industry in Canada and has built an unmatched market presence servicing over 900 cities across Canada, delivering over 3.5 million unique fueling transactions annually. They are the largest, most trusted and sophisticated on-site fuel provider in North America, serving over 6,000 clients annually. 4Refuel provides service to a range of large and small clients, ranging in size from one piece of equipment to thousands.  4Refuel is the only on-site fuel provider whose core business is direct-to-equipment on-site refueling.  They have the largest presence, giving us the ability to reliably serve customers across the country; from coast to coast, and in both large and small communities.",https://www.linkedin.com/company/4refuel-lp/,,https://twitter.com/4refuel,https://www.facebook.com/4Refuel-235036965353/
5 Star SWD,https://www.crunchbase.com/organization/5-star-swd,http://www.5starswd.com/,"Oil and Gas, Waste Management","Energy, Natural Resources, Sustainability",5 Star offers saltwater disposal facilities and oilfield waste processing services.,"5 Star offers saltwater disposal facilities and oilfield waste processing services. It builds a base of environmentally safe injection facilities and providing 5 Star service to the major players throughout the EagleFord and Eaglebine plays. 5 Star's approach to the SWD space has been carefully calculated based on area-specific logistics, geology, and engineering. Additionally, 5 Star is working directly with some of the major players to strategize locations that best suit their needs. The company was established in 2014 and is headquartered in Spicewood, Texas.",,,,
510nano Inc.,https://www.crunchbase.com/organization/510nano-inc,http://www.510nano.com,"Energy, Renewable Energy, Solar","Energy, Natural Resources, Sustainability",510nano Inc is a business that develops clean and renewable energy projects.,"510nano is a minority-owned, green innovation and renewable energy power plant development firm. 510nano developed and owns 1.5 MW of solar assets in both California and North Carolina. Over the course of the next 18 months, the firm has plans of developing up to 70 more MW.  In 2011, 510nano began developing a hybrid solar technology that generates electricity from both visible light and heat.  The technology promises to reduce installation costs as much as 50% and reduce solar footprint by 40%, as well as provide co-generation.  The firm plans to include the technology at 20% in its pipeline within the new future.",,,http://twitter.com/510nano,http://www.facebook.com/510nano
60 Hertz Microgrid,https://www.crunchbase.com/organization/60-hertz-microgrid-inc,http://www.60hertzenergy.com,"Energy, Information Technology, Renewable Energy","Energy, Information Technology, Sustainability",Providing paths to energy sovereignty through financing and operations & maintenance solutions. ,60Hertz provides a Maintenance Management Software platform designed specifically for people managing remote energy assets such as microgrids.,https://www.linkedin.com/company/60hertz-microgrids/,,,
64-x,https://www.crunchbase.com/organization/64-x-mountain-view-california,https://www.64-x.com/,"Biofuel, Biometrics, Biopharma, Biotechnology, Genetics, Life Science, Pharmaceutical, Product Research","Biotechnology, Data and Analytics, Design, Energy, Health Care, Natural Resources, Science and Engineering, Sustainability","64-x is a biotech company that aims to engineer microbes that solve long-term problems in biomanufacturing, bioremediation, and health.","64-x designs microorganisms with enhanced properties that enable otherwise unattainable applications in biomanufacturing, bioremediation, and health. Alexis Rovner, George Church, Jeffrey Way, and Pamela Silver founded 64-x on August 22, 2017. 64-x is based in San Francisco, CA.",https://www.linkedin.com/company/64-x/,,https://twitter.com/64minusX,https://www.facebook.com/64minusx/
665 Energy,https://www.crunchbase.com/organization/66-oilfield-services,https://www.sixtysixoilfield.com/,"Oil and Gas, Supply Chain Management","Energy, Natural Resources, Transportation",665 Energy is a holding company in the oilfield equipment and supply industry.,"665 Energy formerly 66 Oilfield Services, is a holding company in the oilfield equipment and supply industry. Through their three wholly owned subsidiaries, they specialize is supplying oil field equipment, drilling rigs, and drilling pipe. Their size and scale ensures that they have the right inventory on-hand while their experienced staff has the knowledge to provide the right services. 665 Energy is an in supplying the industry with the right equipment, at the right time, and the right price.",,,,
700 Valve Supply,https://www.crunchbase.com/organization/700-valve-supply,https://700valvesupply.com/,Oil and Gas,"Energy, Natural Resources",700 Valve Supply is a master distributor of specialty industrial valves serving numerous industrial and energy-related applications.,"700 Valve is a master distributor of specialty industrial valves serving numerous industrial and energy-related applications, including oil and gas refining, petrochemicals and power generation. The Company exclusively sells to topline distributors, which, in turn, sell to end users for maintenance, repair and operations (“MRO”) usage.",,,,
75F,https://www.crunchbase.com/organization/75-fahrenheit,http://75f.io,"Electronics, Energy, Energy Efficiency, Facility Management, Internet of Things, Property Management, Smart Building, Software","Consumer Electronics, Energy, Hardware, Internet Services, Real Estate, Software, Sustainability","75F is a predictive and proactive IoT-based building automation system that addresses HVAC, lighting, and equipment control needs.","75F is a U.S.-based building intelligence company making smart building automation affordable and easy to deploy. 75F leverages IoT, Cloud Computing and Machine Learning for data-driven, proactive building intelligence and controls for HVAC, lighting and energy optimization.  75F's mission is to improve occupant productivity through enhanced comfort and indoor air quality – while saving energy and the environment.  75F is currently headquartered in Burnsville, Minnesota.",http://www.linkedin.com/company/75-fahrenheit,,https://twitter.com/75f_io,
7AC Technologies,https://www.crunchbase.com/organization/7ac-technologies,http://7actech.com,"Electronics, Energy, Energy Efficiency","Consumer Electronics, Energy, Hardware, Sustainability",7AC Technologies energy-saving ultra-efficiency air conditioning systems.,7AC Technologies develops revolutionary Ultra Efficient Liquid Desiccant HVAC systems for Commercial and Industrial (C&I) buildings delivering a 50%+ reduction in energy costs over conventional HVAC units.,http://in.linkedin.com/company/7ac-7solar-technologies,,http://twitter.com/7AC_Tech,
7Solar Technologies,https://www.crunchbase.com/organization/7solar-technologies,http://www.7solartech.com/,"Manufacturing, Real Estate, Renewable Energy, Solar","Energy, Manufacturing, Natural Resources, Real Estate, Sustainability","7Solar Technologies converts sunlight into heating AND cooling for buildings in a single, integrated solution. ","7Solar Technologies converts sunlight into heating AND cooling for buildings in a single, integrated solution. Their system integrates proprietary PV/Thermal collectors, solar air-conditioning, and software that proactively minimizes energy costs. The net result is a system that produces 4 times more energy per m2 of surface area than standard PV and they offset the entire heating and cooling load of a building. The ROI on their system is less than 3 years and less than 5 years without government incentives. ",,,,
8 Rivers Capital,https://www.crunchbase.com/organization/8-rivers-capital,https://www.8rivers.com,"Clean Energy, Energy, Oil and Gas, Space Travel, Wireless","Energy, Hardware, Mobile, Natural Resources, Sustainability, Transportation","8 Rivers develops and commercializes new technologies relating to energy, wireless communications, space launch and industrial processes.","8 Rivers develops and commercializes new technologies relating to energy, water, gigabit wireless communications and industrial processes for the production of important chemicals (including H₂O, NH₃, H₂, CO, and CH₄).  The earliest (and most well-known) effort is NET Power.  www.netpower.com",https://www.linkedin.com/company/8-rivers-capital,,https://www.twitter.com/8riverscapital,https://www.facebook.com/8-rivers-capital-158924867464645
8minute Solar Energy,https://www.crunchbase.com/organization/8minute-solar-energy,https://www.8minute.com,Solar,"Energy, Natural Resources, Sustainability",8minute Solar Energy is the privately-held developer of solar PV and storage projects.,8minute Solar Energy is the privately-held developer of solar PV and storage projects.,,,,
8minutenergy Renewables,https://www.crunchbase.com/organization/8minutenergy-renewables,http://8minutenergy.com,"CleanTech, Energy, Renewable Energy","Energy, Sustainability",8minutenergy Renewables is the nation’s largest independent developer of solar PV and energy storage projects. ,"Founded in 2009, 8minutenergy Renewables is the nation’s largest independent developer of solar PV and storage projects. To date, 8minutenergy has 7.5 GW of PV and 1 GW of storage under development in North America, operates 700+ MW in solar assets, and been awarded more than 1.5 GW in power purchase agreements. The company is developing some of the largest solar plants in the world, including the 800 MW Mount Signal farm in California. 8minutenergy has an unmatched ability to produce affordable clean energy, and to deliver strong financial returns on utility-scale solar and storage projects. ",,,,
8point3 Energy Partners,https://www.crunchbase.com/organization/8point3-energy-partners,http://www.8point3energypartners.com,"Energy, Solar","Energy, Natural Resources, Sustainability",8point3 Energy Partners owns and operates solar energy generation projects.,"8point3 Energy Partners is a growth-oriented limited partnership formed by First Solar and SunPower to own, operate and acquire solar energy generation projects. Our primary objective is to generate predictable cash distributions that grow at a sustainable rate. We intend to achieve this objective by acquiring high-quality solar assets primarily developed by our Sponsors that generate long-term contracted cash flows and serve utility, C&I and residential customers in the United States and other select markets, primarily within countries that comprise the Organization for Economic Co-operation and Development (OECD). Our initial portfolio includes interests in 432 MW of solar energy projects.",,,,
908 Devices,https://www.crunchbase.com/organization/908-devices,http://908devices.com,"Battery, Chemical, Hardware, Manufacturing","Energy, Hardware, Manufacturing, Science and Engineering","908devices manufactures battery-operated, hand-held chemical detection tools used in mass spectrometry.","908 Devices is bringing the powerful capabilities of Mass Spectrometry out of the confines of centralized facilities and mobile laboratories. The company makes battery-operated, handheld, chemical detection tools, rugged enough to exceed military standards, and trusted enough for immediate action in the field. For biologists and chemists in need of answers, 908 Devices makes personal analyzers, small and simple enough for every workspace.",http://www.linkedin.com/company/908-devices,,http://twitter.com/908Devices,
9Fiber,https://www.crunchbase.com/organization/9fiber,http://www.9fiber.com/,"Cannabis, Recycling, Renewable Energy","Community and Lifestyle, Energy, Food and Beverage, Health Care, Sustainability","A waste management, agro-technology company created to serve the cannabis industry.","9Fiber, Inc. is a waste management, agro-technology company created to serve the cannabis industry. Their patented process is the only eco-friendly, single-step cannabis (marijuana & hemp) waste processing technology in the marketplace today. They process cannabis waste stalks into 100% THC-free hurd and cottonized biomass fiber cheaper, faster and cleaner than any existing technology. 9 Fiber's process makes all forms of the Cannabis plant unrecognizable as anything other than biomass. Their vision is to establish the U.S. hemp industry by efficiently delivering cleaner, higher quality and lower cost unrecognizable cannabis-based hurd and cottonized fiber to the marketplace.",https://www.linkedin.com/company/9-fiber-llc/?originalSubdomain=in,,,
A&L Industries Services,https://www.crunchbase.com/organization/a-l-industries-services,http://anlindustrial.com,"Energy, Manufacturing, Real Estate","Energy, Manufacturing, Real Estate","A&L is a provider of scaffolding, insulation and industrial coating to refineries.","A&L is a leading provider of scaffolding, insulation and industrial coating to refineries, petrochemical plants and liquified natural gas facilities across the Gulf Coast. A&L is headquartered in Deer Park, Texas, and has offices in Nederland and Corpus Christi.",,,,
A-D Technologies,https://www.crunchbase.com/organization/a-d-technologies,http://www.adtechnologies.com,"Energy, Manufacturing","Energy, Manufacturing",A-D Technologies is a manufacturer and distributor of communication and energy infrastructure products and systems.,"A-D Technologies is an international manufacturer and distributor of communication and energy infrastructure products and systems. A unified system of A-D Technologies products provides protection and fast, safe installation of communication and power cables for a wide variety of industries.",,,,
A. O. Smith,https://www.crunchbase.com/organization/a-o-smith,http://www.aosmith.com,"Energy, Energy Efficiency, Renewable Energy","Energy, Sustainability",A.O. Smith(1874) Corporation is a global leader applying innovative technology and energyefficient solutions to products marketed worldwide.,"A. O. Smith Corporation is a global leader applying innovative technology and energy-efficient solutions to products marketed worldwide. We are one of the world's leading manufacturers of residential and commercial water heating equipment, offering a comprehensive product line featuring the best-known brands in North America and China.",http://www.linkedin.com/company/a.o.-smith,,http://twitter.com/aosmithhotwater,http://www.facebook.com/pages/A-O-Smith/220554620563
A.M. Castle & Co,https://www.crunchbase.com/organization/a-m-castle-co,http://www.amcastle.com,"Aerospace, Automotive, Energy, Manufacturing, Mining, Supply Chain Management","Energy, Manufacturing, Natural Resources, Science and Engineering, Transportation","A. M. Castle & Co. (NYSE:CAS) is the foremost provider of specialty products, services, and supply chain solutions. We are recognized as a","A. M. Castle & Co. (NYSE:CAS) is the foremost provider of specialty products, services, and supply chain solutions. We are recognized as a leading distributor of carbon, alloy, stainless steel, nickel alloys, aluminum, titanium, cast iron, brass, copper and plastic, as well as a global resource for complex supply chain solutions. Operating in more than 50 locations throughout North America, Latin America, Europe and Asia, we work with international OEMs to better serve their multi-location production requirements and delivery needs. We also leverage our long-standing metals experience and focus on processing and other value-added services to meet the unique requirements of industries such as aerospace, defense, oil and gas, power generation and heavy equipment.",http://www.linkedin.com/company/castle-metals,,http://twitter.com/CastleMetals,http://www.facebook.com/CastleMetals1890
A.M. Sun Solar,https://www.crunchbase.com/organization/a-m-sun-solar,https://amsunsolar.com/,"Energy, Renewable Energy, Solar","Energy, Natural Resources, Sustainability",A.M. Sun Solar is a solar panel installation company on the Central Coast.,"A.M. Sun Solar provides high quality, cost efficient solar energy systems to residences, wineries and businesses in San Luis Obispo, Monterey and Santa Barbara counties.",https://www.linkedin.com/company/a-m-sun-solar-inc-/,,https://twitter.com/amsunsolar,https://www.facebook.com/amsunsolar/
A.O.G. Corp.,https://www.crunchbase.com/organization/a-o-g-corp,,Oil and Gas,"Energy, Natural Resources",A.O.G. Corp. is a natural gas distribution service.,"A.O.G. Corp., provides natural gas distribution service in Arkansas and Oklahoma. The company is based in Fort Smith, Arkansas.",,,,
A1 Electricians Erie,https://www.crunchbase.com/organization/a1-electricians-erie,http://topnotchelectricalerie.com,Electrical Distribution,Energy,Electrician ," If you are not experienced in carrying out electrical work it can prove to be a lot more dangerous than you at first believe. And this is why you need a trained and experienced electrician in Erie PA to undertake electrical work on your behalf, regardless that it’s in your home or at your place of work.  Address: 4805 Meadowview Drive Erie, PA 16509",,,,
